LoyaltyId,PurchaseId,ProductId,PurchasedOn,TotalPrice,RewardPointsAdded,ActivityTypeDisplay,Subject
LOYID_1371,PID_2477,ProdID_2477,2018-12-20,32,39,POS Purchase,Purchased a product In-Store
LOYID_1371,PID_2478,ProdID_2478,2019-01-02,85,46,POS Purchase,Purchased a product In-Store
LOYID_1371,PID_2479,ProdID_2479,2019-01-24,77,35,POS Purchase,Purchased a product In-Store
LOYID_1371,PID_2480,ProdID_2480,2019-01-26,185,36,POS Purchase,Purchased a product In-Store
LOYID_1372,PID_2481,ProdID_2481,2018-01-23,136,47,POS Purchase,Purchased a product In-Store
LOYID_1372,PID_2482,ProdID_2482,2018-08-23,174,28,POS Purchase,Purchased a product In-Store
LOYID_1372,PID_2483,ProdID_2483,2018-10-20,112,38,POS Purchase,Purchased a product In-Store
LOYID_1373,PID_2484,ProdID_2484,2018-03-03,60,24,POS Purchase,Purchased a product In-Store
LOYID_1373,PID_2485,ProdID_2485,2018-05-30,72,33,POS Purchase,Purchased a product In-Store
LOYID_1373,PID_2486,ProdID_2486,2018-12-14,118,39,POS Purchase,Purchased a product In-Store
LOYID_1373,PID_2487,ProdID_2487,2019-01-16,194,20,POS Purchase,Purchased a product In-Store
LOYID_1374,PID_2488,ProdID_2488,2018-06-12,33,34,POS Purchase,Purchased a product In-Store
LOYID_1374,PID_2489,ProdID_2489,2018-07-22,185,40,POS Purchase,Purchased a product In-Store
LOYID_1374,PID_2490,ProdID_2490,2019-01-19,138,25,POS Purchase,Purchased a product In-Store
LOYID_1374,PID_2491,ProdID_2491,2019-01-21,78,24,POS Purchase,Purchased a product In-Store
LOYID_1375,PID_2492,ProdID_2492,2017-09-12,149,48,POS Purchase,Purchased a product In-Store
LOYID_1375,PID_2493,ProdID_2493,2018-06-03,190,31,POS Purchase,Purchased a product In-Store
LOYID_1375,PID_2494,ProdID_2494,2018-11-08,118,47,POS Purchase,Purchased a product In-Store
LOYID_1375,PID_2495,ProdID_2495,2018-11-10,135,44,POS Purchase,Purchased a product In-Store
LOYID_1375,PID_2496,ProdID_2496,2018-11-12,177,37,POS Purchase,Purchased a product In-Store
LOYID_1376,PID_2497,ProdID_2497,2017-10-29,103,23,POS Purchase,Purchased a product In-Store
LOYID_1376,PID_2498,ProdID_2498,2018-10-06,105,25,POS Purchase,Purchased a product In-Store
LOYID_1376,PID_2499,ProdID_2499,2018-10-09,181,36,POS Purchase,Purchased a product In-Store
LOYID_1376,PID_2500,ProdID_2500,2019-01-17,125,27,POS Purchase,Purchased a product In-Store
LOYID_1377,PID_2501,ProdID_2501,2018-12-01,160,34,POS Purchase,Purchased a product In-Store
LOYID_1377,PID_2502,ProdID_2502,2018-12-10,73,22,POS Purchase,Purchased a product In-Store
LOYID_1377,PID_2503,ProdID_2503,2018-12-15,36,20,POS Purchase,Purchased a product In-Store
LOYID_1377,PID_2504,ProdID_2504,2019-01-29,75,31,POS Purchase,Purchased a product In-Store
LOYID_1378,PID_2505,ProdID_2505,2018-11-24,52,44,POS Purchase,Purchased a product In-Store
LOYID_1378,PID_2506,ProdID_2506,2019-01-05,138,36,POS Purchase,Purchased a product In-Store
LOYID_1378,PID_2507,ProdID_2507,2019-01-05,106,33,POS Purchase,Purchased a product In-Store
LOYID_1379,PID_2508,ProdID_2508,2017-12-06,114,41,POS Purchase,Purchased a product In-Store
LOYID_1379,PID_2509,ProdID_2509,2018-10-11,115,40,POS Purchase,Purchased a product In-Store
LOYID_1379,PID_2510,ProdID_2510,2019-01-15,49,23,POS Purchase,Purchased a product In-Store
LOYID_1379,PID_2511,ProdID_2511,2019-02-02,187,31,POS Purchase,Purchased a product In-Store
LOYID_1380,PID_2512,ProdID_2512,2019-01-10,157,30,POS Purchase,Purchased a product In-Store
LOYID_1380,PID_2513,ProdID_2513,2019-01-13,113,43,POS Purchase,Purchased a product In-Store
LOYID_1380,PID_2514,ProdID_2514,2019-02-01,116,41,POS Purchase,Purchased a product In-Store
LOYID_1380,PID_2515,ProdID_2515,2019-02-02,90,42,POS Purchase,Purchased a product In-Store
LOYID_1381,PID_2516,ProdID_2516,2017-12-08,84,48,POS Purchase,Purchased a product In-Store
LOYID_1381,PID_2517,ProdID_2517,2018-09-05,39,33,POS Purchase,Purchased a product In-Store
LOYID_1381,PID_2518,ProdID_2518,2018-11-30,177,24,POS Purchase,Purchased a product In-Store
LOYID_1381,PID_2519,ProdID_2519,2019-02-06,82,20,POS Purchase,Purchased a product In-Store
LOYID_1382,PID_2520,ProdID_2520,2019-01-23,114,32,POS Purchase,Purchased a product In-Store
LOYID_1382,PID_2521,ProdID_2521,2019-01-28,161,33,POS Purchase,Purchased a product In-Store
LOYID_1382,PID_2522,ProdID_2522,2019-01-31,86,45,POS Purchase,Purchased a product In-Store
LOYID_1382,PID_2523,ProdID_2523,2019-02-03,77,23,POS Purchase,Purchased a product In-Store
LOYID_1383,PID_2524,ProdID_2524,2018-08-20,81,30,POS Purchase,Purchased a product In-Store
LOYID_1383,PID_2525,ProdID_2525,2018-08-28,174,49,POS Purchase,Purchased a product In-Store
LOYID_1383,PID_2526,ProdID_2526,2018-12-20,48,38,POS Purchase,Purchased a product In-Store
LOYID_1383,PID_2527,ProdID_2527,2019-02-06,136,25,POS Purchase,Purchased a product In-Store
LOYID_1383,PID_2528,ProdID_2528,2019-02-06,142,40,POS Purchase,Purchased a product In-Store
LOYID_1384,PID_2529,ProdID_2529,2019-02-02,181,28,POS Purchase,Purchased a product In-Store
LOYID_1384,PID_2530,ProdID_2530,2019-02-04,71,21,POS Purchase,Purchased a product In-Store
LOYID_1384,PID_2531,ProdID_2531,2019-02-06,66,38,POS Purchase,Purchased a product In-Store
LOYID_1385,PID_2532,ProdID_2532,2019-01-12,183,23,POS Purchase,Purchased a product In-Store
LOYID_1385,PID_2533,ProdID_2533,2019-01-25,106,29,POS Purchase,Purchased a product In-Store
LOYID_1385,PID_2534,ProdID_2534,2019-01-28,177,31,POS Purchase,Purchased a product In-Store
LOYID_1385,PID_2535,ProdID_2535,2019-01-31,39,36,POS Purchase,Purchased a product In-Store
LOYID_1386,PID_2536,ProdID_2536,2018-03-28,195,32,POS Purchase,Purchased a product In-Store
LOYID_1386,PID_2537,ProdID_2537,2018-10-03,52,25,POS Purchase,Purchased a product In-Store
LOYID_1386,PID_2538,ProdID_2538,2019-01-11,70,43,POS Purchase,Purchased a product In-Store
LOYID_1386,PID_2539,ProdID_2539,2019-01-15,31,29,POS Purchase,Purchased a product In-Store
LOYID_1386,PID_2540,ProdID_2540,2019-01-20,57,29,POS Purchase,Purchased a product In-Store
LOYID_1387,PID_2541,ProdID_2541,2018-07-08,37,39,POS Purchase,Purchased a product In-Store
LOYID_1387,PID_2542,ProdID_2542,2018-12-11,44,34,POS Purchase,Purchased a product In-Store
LOYID_1387,PID_2543,ProdID_2543,2019-01-01,116,30,POS Purchase,Purchased a product In-Store
LOYID_1388,PID_2544,ProdID_2544,2017-04-15,107,25,POS Purchase,Purchased a product In-Store
LOYID_1388,PID_2545,ProdID_2545,2018-11-26,126,26,POS Purchase,Purchased a product In-Store
LOYID_1388,PID_2546,ProdID_2546,2019-01-01,175,49,POS Purchase,Purchased a product In-Store
LOYID_1389,PID_2547,ProdID_2547,2017-07-05,147,48,POS Purchase,Purchased a product In-Store
LOYID_1389,PID_2548,ProdID_2548,2018-02-06,90,20,POS Purchase,Purchased a product In-Store
LOYID_1389,PID_2549,ProdID_2549,2018-02-16,151,35,POS Purchase,Purchased a product In-Store
LOYID_1389,PID_2550,ProdID_2550,2018-12-02,190,39,POS Purchase,Purchased a product In-Store
LOYID_1389,PID_2551,ProdID_2551,2019-01-09,180,41,POS Purchase,Purchased a product In-Store
LOYID_1390,PID_2552,ProdID_2552,2018-12-26,169,39,POS Purchase,Purchased a product In-Store
LOYID_1390,PID_2553,ProdID_2553,2019-01-29,111,25,POS Purchase,Purchased a product In-Store
LOYID_1390,PID_2554,ProdID_2554,2019-02-06,90,39,POS Purchase,Purchased a product In-Store
LOYID_1390,PID_2555,ProdID_2555,2019-02-06,92,28,POS Purchase,Purchased a product In-Store
LOYID_1390,PID_2556,ProdID_2556,2019-02-06,168,26,POS Purchase,Purchased a product In-Store
LOYID_1391,PID_2557,ProdID_2557,2018-06-05,73,39,POS Purchase,Purchased a product In-Store
LOYID_1391,PID_2558,ProdID_2558,2018-11-22,98,41,POS Purchase,Purchased a product In-Store
LOYID_1391,PID_2559,ProdID_2559,2019-01-16,48,37,POS Purchase,Purchased a product In-Store
LOYID_1392,PID_2560,ProdID_2560,2017-02-12,112,37,POS Purchase,Purchased a product In-Store
LOYID_1392,PID_2561,ProdID_2561,2017-03-27,40,39,POS Purchase,Purchased a product In-Store
LOYID_1392,PID_2562,ProdID_2562,2018-05-02,101,45,POS Purchase,Purchased a product In-Store
LOYID_1393,PID_2563,ProdID_2563,2017-05-20,84,26,POS Purchase,Purchased a product In-Store
LOYID_1393,PID_2564,ProdID_2564,2018-01-27,68,42,POS Purchase,Purchased a product In-Store
LOYID_1393,PID_2565,ProdID_2565,2018-05-21,149,38,POS Purchase,Purchased a product In-Store
LOYID_1393,PID_2566,ProdID_2566,2018-12-16,82,34,POS Purchase,Purchased a product In-Store
LOYID_1393,PID_2567,ProdID_2567,2019-01-02,113,22,POS Purchase,Purchased a product In-Store
LOYID_1394,PID_2568,ProdID_2568,2017-01-01,104,20,POS Purchase,Purchased a product In-Store
LOYID_1394,PID_2569,ProdID_2569,2019-01-13,83,30,POS Purchase,Purchased a product In-Store
LOYID_1394,PID_2570,ProdID_2570,2019-02-01,76,46,POS Purchase,Purchased a product In-Store
LOYID_1395,PID_2571,ProdID_2571,2019-01-05,186,40,POS Purchase,Purchased a product In-Store
LOYID_1395,PID_2572,ProdID_2572,2019-01-10,122,23,POS Purchase,Purchased a product In-Store
LOYID_1395,PID_2573,ProdID_2573,2019-01-27,81,48,POS Purchase,Purchased a product In-Store
LOYID_1395,PID_2574,ProdID_2574,2019-01-30,62,39,POS Purchase,Purchased a product In-Store
LOYID_1396,PID_2575,ProdID_2575,2017-08-17,99,47,POS Purchase,Purchased a product In-Store
LOYID_1396,PID_2576,ProdID_2576,2018-07-05,77,38,POS Purchase,Purchased a product In-Store
LOYID_1396,PID_2577,ProdID_2577,2018-10-02,44,31,POS Purchase,Purchased a product In-Store
LOYID_1396,PID_2578,ProdID_2578,2018-10-12,129,29,POS Purchase,Purchased a product In-Store
LOYID_1397,PID_2579,ProdID_2579,2017-09-29,40,42,POS Purchase,Purchased a product In-Store
LOYID_1397,PID_2580,ProdID_2580,2017-10-01,133,46,POS Purchase,Purchased a product In-Store
LOYID_1397,PID_2581,ProdID_2581,2018-07-16,137,38,POS Purchase,Purchased a product In-Store
LOYID_1397,PID_2582,ProdID_2582,2019-02-03,120,40,POS Purchase,Purchased a product In-Store
LOYID_1398,PID_2583,ProdID_2583,2017-11-23,90,37,POS Purchase,Purchased a product In-Store
LOYID_1398,PID_2584,ProdID_2584,2018-03-20,64,46,POS Purchase,Purchased a product In-Store
LOYID_1398,PID_2585,ProdID_2585,2018-11-09,124,46,POS Purchase,Purchased a product In-Store
LOYID_1398,PID_2586,ProdID_2586,2018-12-08,50,32,POS Purchase,Purchased a product In-Store
LOYID_1398,PID_2587,ProdID_2587,2019-01-01,115,44,POS Purchase,Purchased a product In-Store
LOYID_1399,PID_2588,ProdID_2588,2018-05-21,31,36,POS Purchase,Purchased a product In-Store
LOYID_1399,PID_2589,ProdID_2589,2018-11-20,108,22,POS Purchase,Purchased a product In-Store
LOYID_1399,PID_2590,ProdID_2590,2018-12-24,177,46,POS Purchase,Purchased a product In-Store
LOYID_1399,PID_2591,ProdID_2591,2019-01-06,94,33,POS Purchase,Purchased a product In-Store
LOYID_1399,PID_2592,ProdID_2592,2019-01-21,110,35,POS Purchase,Purchased a product In-Store
LOYID_1400,PID_2593,ProdID_2593,2017-03-04,84,30,POS Purchase,Purchased a product In-Store
LOYID_1400,PID_2594,ProdID_2594,2018-04-24,187,28,POS Purchase,Purchased a product In-Store
LOYID_1400,PID_2595,ProdID_2595,2018-11-03,139,44,POS Purchase,Purchased a product In-Store
LOYID_1400,PID_2596,ProdID_2596,2018-11-23,180,26,POS Purchase,Purchased a product In-Store
LOYID_1401,PID_2597,ProdID_2597,2018-09-30,96,26,POS Purchase,Purchased a product In-Store
LOYID_1401,PID_2598,ProdID_2598,2019-01-18,92,40,POS Purchase,Purchased a product In-Store
LOYID_1401,PID_2599,ProdID_2599,2019-02-02,92,47,POS Purchase,Purchased a product In-Store
LOYID_1402,PID_2600,ProdID_2600,2018-11-02,64,28,POS Purchase,Purchased a product In-Store
LOYID_1402,PID_2601,ProdID_2601,2019-01-06,166,49,POS Purchase,Purchased a product In-Store
LOYID_1402,PID_2602,ProdID_2602,2019-01-23,53,24,POS Purchase,Purchased a product In-Store
LOYID_1402,PID_2603,ProdID_2603,2019-01-27,87,21,POS Purchase,Purchased a product In-Store
LOYID_1402,PID_2604,ProdID_2604,2019-01-28,77,27,POS Purchase,Purchased a product In-Store
LOYID_1403,PID_2605,ProdID_2605,2018-01-11,123,41,POS Purchase,Purchased a product In-Store
LOYID_1403,PID_2606,ProdID_2606,2018-03-27,62,22,POS Purchase,Purchased a product In-Store
LOYID_1403,PID_2607,ProdID_2607,2018-11-03,115,46,POS Purchase,Purchased a product In-Store
LOYID_1403,PID_2608,ProdID_2608,2018-12-23,188,42,POS Purchase,Purchased a product In-Store
LOYID_1403,PID_2609,ProdID_2609,2019-02-01,54,34,POS Purchase,Purchased a product In-Store
LOYID_1404,PID_2610,ProdID_2610,2018-02-22,101,42,POS Purchase,Purchased a product In-Store
LOYID_1404,PID_2611,ProdID_2611,2018-08-24,47,30,POS Purchase,Purchased a product In-Store
LOYID_1404,PID_2612,ProdID_2612,2018-09-29,75,21,POS Purchase,Purchased a product In-Store
LOYID_1405,PID_2613,ProdID_2613,2018-06-06,101,35,POS Purchase,Purchased a product In-Store
LOYID_1405,PID_2614,ProdID_2614,2018-11-18,39,25,POS Purchase,Purchased a product In-Store
LOYID_1405,PID_2615,ProdID_2615,2018-11-29,44,38,POS Purchase,Purchased a product In-Store
LOYID_1405,PID_2616,ProdID_2616,2018-12-30,34,24,POS Purchase,Purchased a product In-Store
LOYID_1406,PID_2617,ProdID_2617,2018-06-25,114,23,POS Purchase,Purchased a product In-Store
LOYID_1406,PID_2618,ProdID_2618,2018-11-23,93,27,POS Purchase,Purchased a product In-Store
LOYID_1406,PID_2619,ProdID_2619,2019-01-26,60,41,POS Purchase,Purchased a product In-Store
LOYID_1407,PID_2620,ProdID_2620,2017-07-31,38,43,POS Purchase,Purchased a product In-Store
LOYID_1407,PID_2621,ProdID_2621,2019-02-03,97,28,POS Purchase,Purchased a product In-Store
LOYID_1407,PID_2622,ProdID_2622,2019-02-05,181,30,POS Purchase,Purchased a product In-Store
LOYID_1407,PID_2623,ProdID_2623,2019-02-05,101,36,POS Purchase,Purchased a product In-Store
LOYID_1408,PID_2624,ProdID_2624,2018-04-10,164,38,POS Purchase,Purchased a product In-Store
LOYID_1408,PID_2625,ProdID_2625,2018-12-24,95,48,POS Purchase,Purchased a product In-Store
LOYID_1408,PID_2626,ProdID_2626,2019-01-08,31,35,POS Purchase,Purchased a product In-Store
LOYID_1408,PID_2627,ProdID_2627,2019-01-22,180,49,POS Purchase,Purchased a product In-Store
LOYID_1408,PID_2628,ProdID_2628,2019-02-03,164,23,POS Purchase,Purchased a product In-Store
LOYID_1409,PID_2629,ProdID_2629,2017-12-23,127,31,POS Purchase,Purchased a product In-Store
LOYID_1409,PID_2630,ProdID_2630,2018-03-09,108,23,POS Purchase,Purchased a product In-Store
LOYID_1409,PID_2631,ProdID_2631,2018-12-04,195,42,POS Purchase,Purchased a product In-Store
LOYID_1409,PID_2632,ProdID_2632,2018-12-10,67,48,POS Purchase,Purchased a product In-Store
LOYID_1410,PID_2633,ProdID_2633,2018-10-25,170,26,POS Purchase,Purchased a product In-Store
LOYID_1410,PID_2634,ProdID_2634,2018-12-13,154,31,POS Purchase,Purchased a product In-Store
LOYID_1410,PID_2635,ProdID_2635,2019-01-27,69,27,POS Purchase,Purchased a product In-Store
LOYID_1410,PID_2636,ProdID_2636,2019-02-05,145,24,POS Purchase,Purchased a product In-Store
LOYID_1411,PID_2637,ProdID_2637,2018-05-31,96,41,POS Purchase,Purchased a product In-Store
LOYID_1411,PID_2638,ProdID_2638,2018-09-23,134,43,POS Purchase,Purchased a product In-Store
LOYID_1411,PID_2639,ProdID_2639,2019-01-23,172,38,POS Purchase,Purchased a product In-Store
LOYID_1411,PID_2640,ProdID_2640,2019-01-25,80,39,POS Purchase,Purchased a product In-Store
LOYID_1412,PID_2641,ProdID_2641,2017-12-23,134,25,POS Purchase,Purchased a product In-Store
LOYID_1412,PID_2642,ProdID_2642,2018-08-16,106,40,POS Purchase,Purchased a product In-Store
LOYID_1412,PID_2643,ProdID_2643,2018-08-26,143,48,POS Purchase,Purchased a product In-Store
LOYID_1412,PID_2644,ProdID_2644,2018-10-28,126,35,POS Purchase,Purchased a product In-Store
LOYID_1413,PID_2645,ProdID_2645,2018-01-19,60,49,POS Purchase,Purchased a product In-Store
LOYID_1413,PID_2646,ProdID_2646,2018-04-23,193,24,POS Purchase,Purchased a product In-Store
LOYID_1413,PID_2647,ProdID_2647,2018-08-13,122,22,POS Purchase,Purchased a product In-Store
LOYID_1413,PID_2648,ProdID_2648,2019-01-13,117,31,POS Purchase,Purchased a product In-Store
LOYID_1413,PID_2649,ProdID_2649,2019-01-31,95,27,POS Purchase,Purchased a product In-Store
LOYID_1414,PID_2650,ProdID_2650,2017-08-24,147,36,POS Purchase,Purchased a product In-Store
LOYID_1414,PID_2651,ProdID_2651,2018-09-06,194,46,POS Purchase,Purchased a product In-Store
LOYID_1414,PID_2652,ProdID_2652,2018-10-23,65,27,POS Purchase,Purchased a product In-Store
LOYID_1414,PID_2653,ProdID_2653,2018-12-04,158,37,POS Purchase,Purchased a product In-Store
LOYID_1414,PID_2654,ProdID_2654,2018-12-29,103,49,POS Purchase,Purchased a product In-Store
LOYID_1415,PID_2655,ProdID_2655,2017-02-03,132,39,POS Purchase,Purchased a product In-Store
LOYID_1415,PID_2656,ProdID_2656,2017-05-08,158,39,POS Purchase,Purchased a product In-Store
LOYID_1415,PID_2657,ProdID_2657,2018-09-12,80,31,POS Purchase,Purchased a product In-Store
LOYID_1415,PID_2658,ProdID_2658,2018-10-05,42,47,POS Purchase,Purchased a product In-Store
LOYID_1415,PID_2659,ProdID_2659,2019-01-31,155,29,POS Purchase,Purchased a product In-Store
LOYID_1416,PID_2660,ProdID_2660,2017-04-11,78,36,POS Purchase,Purchased a product In-Store
LOYID_1416,PID_2661,ProdID_2661,2017-10-27,37,48,POS Purchase,Purchased a product In-Store
LOYID_1416,PID_2662,ProdID_2662,2019-01-22,183,34,POS Purchase,Purchased a product In-Store
LOYID_1416,PID_2663,ProdID_2663,2019-01-30,97,36,POS Purchase,Purchased a product In-Store
LOYID_1416,PID_2664,ProdID_2664,2019-01-30,77,47,POS Purchase,Purchased a product In-Store
LOYID_1417,PID_2665,ProdID_2665,2017-06-30,100,47,POS Purchase,Purchased a product In-Store
LOYID_1417,PID_2666,ProdID_2666,2019-01-04,39,40,POS Purchase,Purchased a product In-Store
LOYID_1417,PID_2667,ProdID_2667,2019-01-06,77,37,POS Purchase,Purchased a product In-Store
LOYID_1417,PID_2668,ProdID_2668,2019-01-07,73,20,POS Purchase,Purchased a product In-Store
LOYID_1418,PID_2669,ProdID_2669,2017-12-13,155,39,POS Purchase,Purchased a product In-Store
LOYID_1418,PID_2670,ProdID_2670,2018-01-31,34,37,POS Purchase,Purchased a product In-Store
LOYID_1418,PID_2671,ProdID_2671,2018-08-05,118,43,POS Purchase,Purchased a product In-Store
LOYID_1419,PID_2672,ProdID_2672,2017-04-25,150,30,POS Purchase,Purchased a product In-Store
LOYID_1419,PID_2673,ProdID_2673,2018-11-01,64,39,POS Purchase,Purchased a product In-Store
LOYID_1419,PID_2674,ProdID_2674,2018-12-08,125,33,POS Purchase,Purchased a product In-Store
LOYID_1420,PID_2675,ProdID_2675,2017-05-12,191,33,POS Purchase,Purchased a product In-Store
LOYID_1420,PID_2676,ProdID_2676,2017-10-11,143,32,POS Purchase,Purchased a product In-Store
LOYID_1420,PID_2677,ProdID_2677,2018-02-20,151,33,POS Purchase,Purchased a product In-Store
LOYID_1421,PID_2678,ProdID_2678,2018-05-10,87,24,POS Purchase,Purchased a product In-Store
LOYID_1421,PID_2679,ProdID_2679,2018-10-13,77,46,POS Purchase,Purchased a product In-Store
LOYID_1421,PID_2680,ProdID_2680,2019-01-31,106,21,POS Purchase,Purchased a product In-Store
LOYID_1422,PID_2681,ProdID_2681,2018-02-13,125,32,POS Purchase,Purchased a product In-Store
LOYID_1422,PID_2682,ProdID_2682,2018-12-06,37,36,POS Purchase,Purchased a product In-Store
LOYID_1422,PID_2683,ProdID_2683,2019-02-04,77,35,POS Purchase,Purchased a product In-Store
LOYID_1422,PID_2684,ProdID_2684,2019-02-06,148,43,POS Purchase,Purchased a product In-Store
LOYID_1422,PID_2685,ProdID_2685,2019-02-06,61,42,POS Purchase,Purchased a product In-Store
LOYID_1423,PID_2686,ProdID_2686,2017-10-05,68,38,POS Purchase,Purchased a product In-Store
LOYID_1423,PID_2687,ProdID_2687,2018-02-17,44,20,POS Purchase,Purchased a product In-Store
LOYID_1423,PID_2688,ProdID_2688,2018-08-26,188,34,POS Purchase,Purchased a product In-Store
LOYID_1423,PID_2689,ProdID_2689,2018-11-15,108,35,POS Purchase,Purchased a product In-Store
LOYID_1423,PID_2690,ProdID_2690,2019-01-31,58,36,POS Purchase,Purchased a product In-Store
LOYID_1424,PID_2691,ProdID_2691,2017-10-18,81,46,POS Purchase,Purchased a product In-Store
LOYID_1424,PID_2692,ProdID_2692,2017-10-26,73,24,POS Purchase,Purchased a product In-Store
LOYID_1424,PID_2693,ProdID_2693,2018-07-15,51,24,POS Purchase,Purchased a product In-Store
LOYID_1424,PID_2694,ProdID_2694,2018-11-25,57,27,POS Purchase,Purchased a product In-Store
LOYID_1425,PID_2695,ProdID_2695,2017-03-15,77,41,POS Purchase,Purchased a product In-Store
LOYID_1425,PID_2696,ProdID_2696,2018-04-27,32,23,POS Purchase,Purchased a product In-Store
LOYID_1425,PID_2697,ProdID_2697,2018-05-30,138,20,POS Purchase,Purchased a product In-Store
LOYID_1425,PID_2698,ProdID_2698,2018-09-02,105,42,POS Purchase,Purchased a product In-Store
LOYID_1426,PID_2699,ProdID_2699,2018-06-30,93,20,POS Purchase,Purchased a product In-Store
LOYID_1426,PID_2700,ProdID_2700,2018-10-13,56,38,POS Purchase,Purchased a product In-Store
LOYID_1426,PID_2701,ProdID_2701,2018-12-16,84,31,POS Purchase,Purchased a product In-Store
LOYID_1426,PID_2702,ProdID_2702,2018-12-31,114,36,POS Purchase,Purchased a product In-Store
LOYID_1426,PID_2703,ProdID_2703,2019-01-24,30,34,POS Purchase,Purchased a product In-Store
LOYID_1427,PID_2704,ProdID_2704,2017-06-19,103,27,POS Purchase,Purchased a product In-Store
LOYID_1427,PID_2705,ProdID_2705,2018-02-05,102,29,POS Purchase,Purchased a product In-Store
LOYID_1427,PID_2706,ProdID_2706,2018-06-11,132,45,POS Purchase,Purchased a product In-Store
LOYID_1427,PID_2707,ProdID_2707,2018-11-18,117,44,POS Purchase,Purchased a product In-Store
LOYID_1427,PID_2708,ProdID_2708,2018-12-25,175,49,POS Purchase,Purchased a product In-Store
LOYID_1428,PID_2709,ProdID_2709,2018-06-17,107,24,POS Purchase,Purchased a product In-Store
LOYID_1428,PID_2710,ProdID_2710,2019-01-28,75,41,POS Purchase,Purchased a product In-Store
LOYID_1428,PID_2711,ProdID_2711,2019-01-29,42,36,POS Purchase,Purchased a product In-Store
LOYID_1429,PID_2712,ProdID_2712,2017-09-29,31,43,POS Purchase,Purchased a product In-Store
LOYID_1429,PID_2713,ProdID_2713,2018-06-05,183,22,POS Purchase,Purchased a product In-Store
LOYID_1429,PID_2714,ProdID_2714,2018-11-13,36,34,POS Purchase,Purchased a product In-Store
LOYID_1429,PID_2715,ProdID_2715,2018-11-17,86,42,POS Purchase,Purchased a product In-Store
LOYID_1429,PID_2716,ProdID_2716,2019-01-24,113,21,POS Purchase,Purchased a product In-Store
LOYID_1430,PID_2717,ProdID_2717,2017-08-29,91,27,POS Purchase,Purchased a product In-Store
LOYID_1430,PID_2718,ProdID_2718,2018-08-04,134,23,POS Purchase,Purchased a product In-Store
LOYID_1430,PID_2719,ProdID_2719,2019-01-08,75,22,POS Purchase,Purchased a product In-Store
LOYID_1430,PID_2720,ProdID_2720,2019-01-26,148,33,POS Purchase,Purchased a product In-Store
LOYID_1431,PID_2721,ProdID_2721,2017-07-23,72,28,POS Purchase,Purchased a product In-Store
LOYID_1431,PID_2722,ProdID_2722,2018-11-13,48,28,POS Purchase,Purchased a product In-Store
LOYID_1431,PID_2723,ProdID_2723,2018-12-02,150,33,POS Purchase,Purchased a product In-Store
LOYID_1431,PID_2724,ProdID_2724,2019-01-28,91,47,POS Purchase,Purchased a product In-Store
LOYID_1431,PID_2725,ProdID_2725,2019-02-05,50,45,POS Purchase,Purchased a product In-Store
LOYID_1432,PID_2726,ProdID_2726,2017-01-02,137,43,POS Purchase,Purchased a product In-Store
LOYID_1432,PID_2727,ProdID_2727,2017-06-10,186,47,POS Purchase,Purchased a product In-Store
LOYID_1432,PID_2728,ProdID_2728,2017-11-16,127,34,POS Purchase,Purchased a product In-Store
LOYID_1432,PID_2729,ProdID_2729,2018-01-07,163,40,POS Purchase,Purchased a product In-Store
LOYID_1432,PID_2730,ProdID_2730,2018-03-08,164,20,POS Purchase,Purchased a product In-Store
LOYID_1433,PID_2731,ProdID_2731,2018-09-02,119,49,POS Purchase,Purchased a product In-Store
LOYID_1433,PID_2732,ProdID_2732,2018-10-10,106,23,POS Purchase,Purchased a product In-Store
LOYID_1433,PID_2733,ProdID_2733,2019-01-07,127,34,POS Purchase,Purchased a product In-Store
LOYID_1434,PID_2734,ProdID_2734,2017-06-08,65,29,POS Purchase,Purchased a product In-Store
LOYID_1434,PID_2735,ProdID_2735,2018-08-11,58,44,POS Purchase,Purchased a product In-Store
LOYID_1434,PID_2736,ProdID_2736,2019-01-11,180,47,POS Purchase,Purchased a product In-Store
LOYID_1434,PID_2737,ProdID_2737,2019-02-01,140,37,POS Purchase,Purchased a product In-Store
LOYID_1435,PID_2738,ProdID_2738,2017-08-15,92,40,POS Purchase,Purchased a product In-Store
LOYID_1435,PID_2739,ProdID_2739,2018-07-09,91,22,POS Purchase,Purchased a product In-Store
LOYID_1435,PID_2740,ProdID_2740,2018-08-03,64,35,POS Purchase,Purchased a product In-Store
LOYID_1435,PID_2741,ProdID_2741,2018-11-04,142,37,POS Purchase,Purchased a product In-Store
LOYID_1435,PID_2742,ProdID_2742,2018-11-27,64,43,POS Purchase,Purchased a product In-Store
LOYID_1436,PID_2743,ProdID_2743,2018-01-16,33,49,POS Purchase,Purchased a product In-Store
LOYID_1436,PID_2744,ProdID_2744,2019-01-07,69,38,POS Purchase,Purchased a product In-Store
LOYID_1436,PID_2745,ProdID_2745,2019-01-14,104,37,POS Purchase,Purchased a product In-Store
LOYID_1437,PID_2746,ProdID_2746,2017-03-03,41,24,POS Purchase,Purchased a product In-Store
LOYID_1437,PID_2747,ProdID_2747,2018-02-10,97,40,POS Purchase,Purchased a product In-Store
LOYID_1437,PID_2748,ProdID_2748,2018-07-26,69,47,POS Purchase,Purchased a product In-Store
LOYID_1438,PID_2749,ProdID_2749,2018-08-07,175,37,POS Purchase,Purchased a product In-Store
