ReviewId,UserId,ReviewText,ActivityTypeDisplay,ReviewRating,ReviewDate
REVWID_7178,CNTID_2550,Product is available only in limited colors,WebsiteReview,3,11/12/2018
REVWID_7179,CNTID_2550,Satisfied with my product,WebsiteReview,4,11/24/2018
REVWID_7180,CNTID_2550,Product is available only in limited colors,WebsiteReview,3,12/14/2018
REVWID_7181,CNTID_2551,Product is available only in limited colors,WebsiteReview,3,12/18/2018
REVWID_7182,CNTID_2551,Satisfied with my product,WebsiteReview,4,1/11/2019
REVWID_7183,CNTID_2551,Product is available only in limited colors,WebsiteReview,3,1/22/2019
REVWID_7184,CNTID_2551,Satisfied with my product,WebsiteReview,4,1/30/2019
REVWID_7185,CNTID_2552,Affordable prices and good quality products,WebsiteReview,5,1/18/2018
REVWID_7186,CNTID_2552,The shipment was delayed,WebsiteReview,2,1/11/2019
REVWID_7187,CNTID_2552,Satisfied with my product,WebsiteReview,4,1/25/2019
REVWID_7188,CNTID_2552,Product is available only in limited colors,WebsiteReview,3,1/25/2019
REVWID_7189,CNTID_2552,The shipment was delayed,WebsiteReview,2,1/30/2019
REVWID_7190,CNTID_2553,Product is available only in limited colors,WebsiteReview,3,11/6/2018
REVWID_7191,CNTID_2553,Affordable prices and good quality products,WebsiteReview,5,12/12/2018
REVWID_7192,CNTID_2553,The shipment was delayed,WebsiteReview,2,12/14/2018
REVWID_7193,CNTID_2553,Affordable prices and good quality products,WebsiteReview,5,2/3/2019
REVWID_7194,CNTID_2553,The shipment was delayed,WebsiteReview,2,2/4/2019
REVWID_7195,CNTID_2554,Product is available only in limited colors,WebsiteReview,3,11/14/2018
REVWID_7196,CNTID_2554,Product is available only in limited colors,WebsiteReview,3,11/17/2018
REVWID_7197,CNTID_2554,Product is available only in limited colors,WebsiteReview,3,1/29/2019
REVWID_7198,CNTID_2555,The shipment was delayed,WebsiteReview,2,3/19/2018
REVWID_7199,CNTID_2555,Product is available only in limited colors,WebsiteReview,3,10/25/2018
REVWID_7200,CNTID_2555,Affordable prices and good quality products,WebsiteReview,5,10/25/2018
REVWID_7201,CNTID_2555,The shipment was delayed,WebsiteReview,2,1/11/2019
REVWID_7202,CNTID_2556,Product is available only in limited colors,WebsiteReview,3,1/9/2019
REVWID_7203,CNTID_2556,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_7204,CNTID_2556,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_7205,CNTID_2557,Product is available only in limited colors,WebsiteReview,3,10/27/2018
REVWID_7206,CNTID_2557,Product is available only in limited colors,WebsiteReview,3,1/3/2019
REVWID_7207,CNTID_2557,Affordable prices and good quality products,WebsiteReview,5,2/1/2019
REVWID_7208,CNTID_2557,Product is available only in limited colors,WebsiteReview,3,2/4/2019
REVWID_7209,CNTID_2558,Satisfied with my product,WebsiteReview,4,9/22/2018
REVWID_7210,CNTID_2558,Satisfied with my product,WebsiteReview,4,12/20/2018
REVWID_7211,CNTID_2558,Affordable prices and good quality products,WebsiteReview,5,1/20/2019
REVWID_7212,CNTID_2558,The shipment was delayed,WebsiteReview,2,1/23/2019
REVWID_7213,CNTID_2559,The shipment was delayed,WebsiteReview,2,7/8/2018
REVWID_7214,CNTID_2559,Satisfied with my product,WebsiteReview,4,1/24/2019
REVWID_7215,CNTID_2559,Affordable prices and good quality products,WebsiteReview,5,1/31/2019
REVWID_7216,CNTID_2559,Satisfied with my product,WebsiteReview,4,2/3/2019
REVWID_7217,CNTID_2560,The shipment was delayed,WebsiteReview,2,5/21/2018
REVWID_7218,CNTID_2560,Satisfied with my product,WebsiteReview,4,8/7/2018
REVWID_7219,CNTID_2560,Affordable prices and good quality products,WebsiteReview,5,11/29/2018
REVWID_7220,CNTID_2561,The shipment was delayed,WebsiteReview,2,3/28/2018
REVWID_7221,CNTID_2561,Affordable prices and good quality products,WebsiteReview,5,4/9/2018
REVWID_7222,CNTID_2561,Product is available only in limited colors,WebsiteReview,3,11/28/2018
REVWID_7223,CNTID_2562,The shipment was delayed,WebsiteReview,2,4/16/2018
REVWID_7224,CNTID_2562,Product is available only in limited colors,WebsiteReview,3,10/7/2018
REVWID_7225,CNTID_2562,Satisfied with my product,WebsiteReview,4,12/12/2018
REVWID_7226,CNTID_2562,The shipment was delayed,WebsiteReview,2,1/19/2019
REVWID_7227,CNTID_2562,The shipment was delayed,WebsiteReview,2,1/23/2019
REVWID_7228,CNTID_2563,Affordable prices and good quality products,WebsiteReview,5,6/18/2018
REVWID_7229,CNTID_2563,Affordable prices and good quality products,WebsiteReview,5,9/21/2018
REVWID_7230,CNTID_2563,Affordable prices and good quality products,WebsiteReview,5,1/17/2019
REVWID_7231,CNTID_2563,Affordable prices and good quality products,WebsiteReview,5,1/31/2019
REVWID_7232,CNTID_2564,Satisfied with my product,WebsiteReview,4,11/10/2018
REVWID_7233,CNTID_2564,The shipment was delayed,WebsiteReview,2,12/15/2018
REVWID_7234,CNTID_2564,The shipment was delayed,WebsiteReview,2,1/4/2019
REVWID_7235,CNTID_2564,Satisfied with my product,WebsiteReview,4,1/28/2019
REVWID_7236,CNTID_2564,The shipment was delayed,WebsiteReview,2,2/1/2019
REVWID_7237,CNTID_2565,Affordable prices and good quality products,WebsiteReview,5,2/18/2018
REVWID_7238,CNTID_2565,Product is available only in limited colors,WebsiteReview,3,1/28/2019
REVWID_7239,CNTID_2565,Affordable prices and good quality products,WebsiteReview,5,2/4/2019
REVWID_7240,CNTID_2565,Product is available only in limited colors,WebsiteReview,3,2/4/2019
REVWID_7241,CNTID_2565,The shipment was delayed,WebsiteReview,2,2/6/2019
REVWID_7242,CNTID_2566,Product is available only in limited colors,WebsiteReview,3,9/23/2018
REVWID_7243,CNTID_2566,Affordable prices and good quality products,WebsiteReview,5,1/27/2019
REVWID_7244,CNTID_2566,Affordable prices and good quality products,WebsiteReview,5,1/31/2019
REVWID_7245,CNTID_2566,Product is available only in limited colors,WebsiteReview,3,2/6/2019
REVWID_7246,CNTID_2567,The shipment was delayed,WebsiteReview,2,12/23/2018
REVWID_7247,CNTID_2567,The shipment was delayed,WebsiteReview,2,1/13/2019
REVWID_7248,CNTID_2567,Satisfied with my product,WebsiteReview,4,1/14/2019
REVWID_7249,CNTID_2567,Product is available only in limited colors,WebsiteReview,3,1/21/2019
REVWID_7250,CNTID_2567,Product is available only in limited colors,WebsiteReview,3,2/5/2019
REVWID_7251,CNTID_2568,Affordable prices and good quality products,WebsiteReview,5,12/11/2018
REVWID_7252,CNTID_2568,Satisfied with my product,WebsiteReview,4,12/17/2018
REVWID_7253,CNTID_2568,The shipment was delayed,WebsiteReview,2,1/19/2019
REVWID_7254,CNTID_2568,Affordable prices and good quality products,WebsiteReview,5,1/26/2019
REVWID_7255,CNTID_2569,Satisfied with my product,WebsiteReview,4,10/17/2018
REVWID_7256,CNTID_2569,The shipment was delayed,WebsiteReview,2,1/20/2019
REVWID_7257,CNTID_2569,Product is available only in limited colors,WebsiteReview,3,1/22/2019
REVWID_7258,CNTID_2570,Satisfied with my product,WebsiteReview,4,1/10/2019
REVWID_7259,CNTID_2570,Product is available only in limited colors,WebsiteReview,3,1/10/2019
REVWID_7260,CNTID_2570,Satisfied with my product,WebsiteReview,4,1/17/2019
REVWID_7261,CNTID_2571,The shipment was delayed,WebsiteReview,2,4/10/2018
REVWID_7262,CNTID_2571,Satisfied with my product,WebsiteReview,4,7/11/2018
REVWID_7263,CNTID_2571,Satisfied with my product,WebsiteReview,4,2/2/2019
REVWID_7264,CNTID_2571,The shipment was delayed,WebsiteReview,2,2/2/2019
REVWID_7265,CNTID_2572,Product is available only in limited colors,WebsiteReview,3,4/15/2018
REVWID_7266,CNTID_2572,Product is available only in limited colors,WebsiteReview,3,7/18/2018
REVWID_7267,CNTID_2572,Product is available only in limited colors,WebsiteReview,3,12/14/2018
REVWID_7268,CNTID_2573,The shipment was delayed,WebsiteReview,2,1/8/2018
REVWID_7269,CNTID_2573,Affordable prices and good quality products,WebsiteReview,5,12/22/2018
REVWID_7270,CNTID_2573,Product is available only in limited colors,WebsiteReview,3,2/5/2019
REVWID_7271,CNTID_2574,The shipment was delayed,WebsiteReview,2,3/12/2018
REVWID_7272,CNTID_2574,The shipment was delayed,WebsiteReview,2,12/2/2018
REVWID_7273,CNTID_2574,Product is available only in limited colors,WebsiteReview,3,1/17/2019
REVWID_7274,CNTID_2575,The shipment was delayed,WebsiteReview,2,2/9/2018
REVWID_7275,CNTID_2575,Affordable prices and good quality products,WebsiteReview,5,10/19/2018
REVWID_7276,CNTID_2575,Product is available only in limited colors,WebsiteReview,3,11/7/2018
REVWID_7277,CNTID_2575,Product is available only in limited colors,WebsiteReview,3,12/15/2018
REVWID_7278,CNTID_2576,Product is available only in limited colors,WebsiteReview,3,8/24/2018
REVWID_7279,CNTID_2576,Product is available only in limited colors,WebsiteReview,3,10/6/2018
REVWID_7280,CNTID_2576,Satisfied with my product,WebsiteReview,4,10/11/2018
REVWID_7281,CNTID_2577,Product is available only in limited colors,WebsiteReview,3,9/30/2018
REVWID_7282,CNTID_2577,The shipment was delayed,WebsiteReview,2,11/15/2018
REVWID_7283,CNTID_2577,The shipment was delayed,WebsiteReview,2,12/24/2018
REVWID_7284,CNTID_2577,Satisfied with my product,WebsiteReview,4,2/1/2019
REVWID_7285,CNTID_2578,Satisfied with my product,WebsiteReview,4,1/17/2018
REVWID_7286,CNTID_2578,Product is available only in limited colors,WebsiteReview,3,4/24/2018
REVWID_7287,CNTID_2578,The shipment was delayed,WebsiteReview,2,8/27/2018
REVWID_7288,CNTID_2578,Affordable prices and good quality products,WebsiteReview,5,10/4/2018
REVWID_7289,CNTID_2579,Satisfied with my product,WebsiteReview,4,4/3/2018
REVWID_7290,CNTID_2579,The shipment was delayed,WebsiteReview,2,5/18/2018
REVWID_7291,CNTID_2579,Affordable prices and good quality products,WebsiteReview,5,10/25/2018
REVWID_7292,CNTID_2579,The shipment was delayed,WebsiteReview,2,12/24/2018
REVWID_7293,CNTID_2580,The shipment was delayed,WebsiteReview,2,4/1/2018
REVWID_7294,CNTID_2580,Satisfied with my product,WebsiteReview,4,5/20/2018
REVWID_7295,CNTID_2580,Affordable prices and good quality products,WebsiteReview,5,12/5/2018
REVWID_7296,CNTID_2580,Affordable prices and good quality products,WebsiteReview,5,12/31/2018
REVWID_7297,CNTID_2580,The shipment was delayed,WebsiteReview,2,1/16/2019
REVWID_7298,CNTID_2581,Satisfied with my product,WebsiteReview,4,9/11/2018
REVWID_7299,CNTID_2581,Affordable prices and good quality products,WebsiteReview,5,9/17/2018
REVWID_7300,CNTID_2581,The shipment was delayed,WebsiteReview,2,12/17/2018
REVWID_7301,CNTID_2581,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_7302,CNTID_2581,The shipment was delayed,WebsiteReview,2,2/6/2019
REVWID_7303,CNTID_2582,Affordable prices and good quality products,WebsiteReview,5,1/27/2018
REVWID_7304,CNTID_2582,Affordable prices and good quality products,WebsiteReview,5,8/12/2018
REVWID_7305,CNTID_2582,Product is available only in limited colors,WebsiteReview,3,1/5/2019
REVWID_7306,CNTID_2583,The shipment was delayed,WebsiteReview,2,6/2/2018
REVWID_7307,CNTID_2583,The shipment was delayed,WebsiteReview,2,1/17/2019
REVWID_7308,CNTID_2583,Product is available only in limited colors,WebsiteReview,3,2/4/2019
REVWID_7309,CNTID_2583,Satisfied with my product,WebsiteReview,4,2/4/2019
REVWID_7310,CNTID_2584,Affordable prices and good quality products,WebsiteReview,5,5/23/2018
REVWID_7311,CNTID_2584,Affordable prices and good quality products,WebsiteReview,5,6/23/2018
REVWID_7312,CNTID_2584,Satisfied with my product,WebsiteReview,4,1/7/2019
REVWID_7313,CNTID_2584,Satisfied with my product,WebsiteReview,4,1/20/2019
REVWID_7314,CNTID_2584,Satisfied with my product,WebsiteReview,4,2/4/2019
REVWID_7315,CNTID_2585,The shipment was delayed,WebsiteReview,2,5/11/2018
REVWID_7316,CNTID_2585,Product is available only in limited colors,WebsiteReview,3,2/4/2019
REVWID_7317,CNTID_2585,Affordable prices and good quality products,WebsiteReview,5,2/4/2019
REVWID_7318,CNTID_2585,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_7319,CNTID_2585,Affordable prices and good quality products,WebsiteReview,5,2/6/2019
REVWID_7320,CNTID_2586,Product is available only in limited colors,WebsiteReview,3,1/14/2018
REVWID_7321,CNTID_2586,Product is available only in limited colors,WebsiteReview,3,8/13/2018
REVWID_7322,CNTID_2586,The shipment was delayed,WebsiteReview,2,1/31/2019
REVWID_7323,CNTID_2587,Satisfied with my product,WebsiteReview,4,1/3/2019
REVWID_7324,CNTID_2587,The shipment was delayed,WebsiteReview,2,1/12/2019
REVWID_7325,CNTID_2587,Satisfied with my product,WebsiteReview,4,1/31/2019
REVWID_7326,CNTID_2587,Product is available only in limited colors,WebsiteReview,3,2/6/2019
REVWID_7327,CNTID_2588,Affordable prices and good quality products,WebsiteReview,5,1/7/2018
REVWID_7328,CNTID_2588,Affordable prices and good quality products,WebsiteReview,5,9/29/2018
REVWID_7329,CNTID_2588,Affordable prices and good quality products,WebsiteReview,5,10/12/2018
REVWID_7330,CNTID_2588,Satisfied with my product,WebsiteReview,4,1/19/2019
REVWID_7331,CNTID_2588,The shipment was delayed,WebsiteReview,2,2/3/2019
REVWID_7332,CNTID_2589,The shipment was delayed,WebsiteReview,2,8/3/2018
REVWID_7333,CNTID_2589,Product is available only in limited colors,WebsiteReview,3,10/22/2018
REVWID_7334,CNTID_2589,Satisfied with my product,WebsiteReview,4,12/14/2018
REVWID_7335,CNTID_2589,Satisfied with my product,WebsiteReview,4,12/22/2018
REVWID_7336,CNTID_2590,Affordable prices and good quality products,WebsiteReview,5,10/21/2018
REVWID_7337,CNTID_2590,Satisfied with my product,WebsiteReview,4,11/19/2018
REVWID_7338,CNTID_2590,The shipment was delayed,WebsiteReview,2,1/16/2019
REVWID_7339,CNTID_2590,The shipment was delayed,WebsiteReview,2,1/31/2019
REVWID_7340,CNTID_2591,The shipment was delayed,WebsiteReview,2,11/13/2018
REVWID_7341,CNTID_2591,Product is available only in limited colors,WebsiteReview,3,1/1/2019
REVWID_7342,CNTID_2591,Satisfied with my product,WebsiteReview,4,1/24/2019
REVWID_7343,CNTID_2592,Product is available only in limited colors,WebsiteReview,3,5/25/2018
REVWID_7344,CNTID_2592,Product is available only in limited colors,WebsiteReview,3,9/5/2018
REVWID_7345,CNTID_2592,Affordable prices and good quality products,WebsiteReview,5,9/13/2018
REVWID_7346,CNTID_2592,Affordable prices and good quality products,WebsiteReview,5,1/15/2019
REVWID_7347,CNTID_2593,Affordable prices and good quality products,WebsiteReview,5,4/26/2018
REVWID_7348,CNTID_2593,Product is available only in limited colors,WebsiteReview,3,11/17/2018
REVWID_7349,CNTID_2593,The shipment was delayed,WebsiteReview,2,11/24/2018
REVWID_7350,CNTID_2593,The shipment was delayed,WebsiteReview,2,12/3/2018
REVWID_7351,CNTID_2593,Affordable prices and good quality products,WebsiteReview,5,1/18/2019
REVWID_7352,CNTID_2594,Affordable prices and good quality products,WebsiteReview,5,5/13/2018
REVWID_7353,CNTID_2594,The shipment was delayed,WebsiteReview,2,10/25/2018
REVWID_7354,CNTID_2594,Affordable prices and good quality products,WebsiteReview,5,12/19/2018
REVWID_7355,CNTID_2594,Affordable prices and good quality products,WebsiteReview,5,1/13/2019
REVWID_7356,CNTID_2594,Affordable prices and good quality products,WebsiteReview,5,1/26/2019
REVWID_7357,CNTID_2595,Affordable prices and good quality products,WebsiteReview,5,1/21/2018
REVWID_7358,CNTID_2595,Satisfied with my product,WebsiteReview,4,7/30/2018
REVWID_7359,CNTID_2595,Affordable prices and good quality products,WebsiteReview,5,8/20/2018
REVWID_7360,CNTID_2596,Product is available only in limited colors,WebsiteReview,3,10/8/2018
REVWID_7361,CNTID_2596,Affordable prices and good quality products,WebsiteReview,5,11/20/2018
REVWID_7362,CNTID_2596,The shipment was delayed,WebsiteReview,2,12/5/2018
REVWID_7363,CNTID_2597,Affordable prices and good quality products,WebsiteReview,5,12/15/2018
REVWID_7364,CNTID_2597,Product is available only in limited colors,WebsiteReview,3,1/26/2019
REVWID_7365,CNTID_2597,Product is available only in limited colors,WebsiteReview,3,1/28/2019
REVWID_7366,CNTID_2597,The shipment was delayed,WebsiteReview,2,1/29/2019
REVWID_7367,CNTID_2597,Satisfied with my product,WebsiteReview,4,1/29/2019
REVWID_7368,CNTID_2598,Affordable prices and good quality products,WebsiteReview,5,2/2/2018
REVWID_7369,CNTID_2598,Satisfied with my product,WebsiteReview,4,11/30/2018
REVWID_7370,CNTID_2598,Affordable prices and good quality products,WebsiteReview,5,12/3/2018
REVWID_7371,CNTID_2599,Product is available only in limited colors,WebsiteReview,3,5/11/2018
REVWID_7372,CNTID_2599,Product is available only in limited colors,WebsiteReview,3,12/12/2018
REVWID_7373,CNTID_2599,The shipment was delayed,WebsiteReview,2,12/13/2018
REVWID_7374,CNTID_2599,The shipment was delayed,WebsiteReview,2,1/12/2019
REVWID_7375,CNTID_2599,Affordable prices and good quality products,WebsiteReview,5,1/20/2019
REVWID_7376,CNTID_2600,Product is available only in limited colors,WebsiteReview,3,1/1/2019
REVWID_7377,CNTID_2600,Affordable prices and good quality products,WebsiteReview,5,1/25/2019
REVWID_7378,CNTID_2600,Satisfied with my product,WebsiteReview,4,1/27/2019
REVWID_7379,CNTID_2601,Satisfied with my product,WebsiteReview,4,1/14/2018
REVWID_7380,CNTID_2601,Product is available only in limited colors,WebsiteReview,3,7/30/2018
REVWID_7381,CNTID_2601,Product is available only in limited colors,WebsiteReview,3,8/23/2018
REVWID_7382,CNTID_2602,Affordable prices and good quality products,WebsiteReview,5,6/10/2018
REVWID_7383,CNTID_2602,Product is available only in limited colors,WebsiteReview,3,10/12/2018
REVWID_7384,CNTID_2602,Product is available only in limited colors,WebsiteReview,3,1/11/2019
REVWID_7385,CNTID_2603,Product is available only in limited colors,WebsiteReview,3,1/26/2019
REVWID_7386,CNTID_2603,Product is available only in limited colors,WebsiteReview,3,2/2/2019
REVWID_7387,CNTID_2603,Satisfied with my product,WebsiteReview,4,2/2/2019
REVWID_7388,CNTID_2603,Product is available only in limited colors,WebsiteReview,3,2/6/2019
REVWID_7389,CNTID_2604,The shipment was delayed,WebsiteReview,2,6/23/2018
REVWID_7390,CNTID_2604,Affordable prices and good quality products,WebsiteReview,5,1/1/2019
REVWID_7391,CNTID_2604,The shipment was delayed,WebsiteReview,2,1/4/2019
REVWID_7392,CNTID_2604,Satisfied with my product,WebsiteReview,4,1/10/2019
REVWID_7393,CNTID_2605,Affordable prices and good quality products,WebsiteReview,5,6/8/2018
REVWID_7394,CNTID_2605,The shipment was delayed,WebsiteReview,2,9/5/2018
REVWID_7395,CNTID_2605,Satisfied with my product,WebsiteReview,4,10/23/2018
REVWID_7396,CNTID_2605,The shipment was delayed,WebsiteReview,2,1/24/2019
REVWID_7397,CNTID_2606,Satisfied with my product,WebsiteReview,4,2/5/2019
REVWID_7398,CNTID_2606,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_7399,CNTID_2606,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_7400,CNTID_2606,Satisfied with my product,WebsiteReview,4,2/6/2019
REVWID_7401,CNTID_2606,The shipment was delayed,WebsiteReview,2,2/6/2019
REVWID_7402,CNTID_2607,Satisfied with my product,WebsiteReview,4,1/22/2019
REVWID_7403,CNTID_2607,Satisfied with my product,WebsiteReview,4,1/28/2019
REVWID_7404,CNTID_2607,Affordable prices and good quality products,WebsiteReview,5,1/31/2019
REVWID_7405,CNTID_2607,The shipment was delayed,WebsiteReview,2,2/6/2019
REVWID_7406,CNTID_2608,The shipment was delayed,WebsiteReview,2,8/28/2018
REVWID_7407,CNTID_2608,Satisfied with my product,WebsiteReview,4,11/15/2018
REVWID_7408,CNTID_2608,The shipment was delayed,WebsiteReview,2,12/12/2018
REVWID_7409,CNTID_2608,Product is available only in limited colors,WebsiteReview,3,1/27/2019
REVWID_7410,CNTID_2608,Satisfied with my product,WebsiteReview,4,2/4/2019
REVWID_7411,CNTID_2609,The shipment was delayed,WebsiteReview,2,8/30/2018
REVWID_7412,CNTID_2609,Satisfied with my product,WebsiteReview,4,9/22/2018
REVWID_7413,CNTID_2609,Satisfied with my product,WebsiteReview,4,12/11/2018
REVWID_7414,CNTID_2609,The shipment was delayed,WebsiteReview,2,12/13/2018
REVWID_7415,CNTID_2610,The shipment was delayed,WebsiteReview,2,7/24/2018
REVWID_7416,CNTID_2610,Affordable prices and good quality products,WebsiteReview,5,1/9/2019
REVWID_7417,CNTID_2610,Affordable prices and good quality products,WebsiteReview,5,1/9/2019
REVWID_7418,CNTID_2610,Affordable prices and good quality products,WebsiteReview,5,1/20/2019
REVWID_7419,CNTID_2610,Affordable prices and good quality products,WebsiteReview,5,2/5/2019
REVWID_7420,CNTID_2611,The shipment was delayed,WebsiteReview,2,2/26/2018
REVWID_7421,CNTID_2611,Satisfied with my product,WebsiteReview,4,5/28/2018
REVWID_7422,CNTID_2611,The shipment was delayed,WebsiteReview,2,8/17/2018
REVWID_7423,CNTID_2611,Satisfied with my product,WebsiteReview,4,8/31/2018
REVWID_7424,CNTID_2611,Product is available only in limited colors,WebsiteReview,3,11/10/2018
REVWID_7425,CNTID_2612,Satisfied with my product,WebsiteReview,4,1/21/2018
REVWID_7426,CNTID_2612,Satisfied with my product,WebsiteReview,4,2/9/2018
REVWID_7427,CNTID_2612,The shipment was delayed,WebsiteReview,2,11/29/2018
REVWID_7428,CNTID_2613,Affordable prices and good quality products,WebsiteReview,5,11/23/2018
REVWID_7429,CNTID_2613,Product is available only in limited colors,WebsiteReview,3,1/15/2019
REVWID_7430,CNTID_2613,The shipment was delayed,WebsiteReview,2,1/27/2019
REVWID_7431,CNTID_2614,Affordable prices and good quality products,WebsiteReview,5,1/28/2019
REVWID_7432,CNTID_2614,The shipment was delayed,WebsiteReview,2,2/6/2019
REVWID_7433,CNTID_2614,Affordable prices and good quality products,WebsiteReview,5,2/6/2019
REVWID_7434,CNTID_2614,Affordable prices and good quality products,WebsiteReview,5,2/6/2019
REVWID_7435,CNTID_2614,The shipment was delayed,WebsiteReview,2,2/6/2019
REVWID_7436,CNTID_2615,The shipment was delayed,WebsiteReview,2,10/9/2018
REVWID_7437,CNTID_2615,The shipment was delayed,WebsiteReview,2,11/5/2018
REVWID_7438,CNTID_2615,Affordable prices and good quality products,WebsiteReview,5,1/21/2019
REVWID_7439,CNTID_2615,Satisfied with my product,WebsiteReview,4,1/30/2019
REVWID_7440,CNTID_2616,Product is available only in limited colors,WebsiteReview,3,2/19/2018
REVWID_7441,CNTID_2616,Product is available only in limited colors,WebsiteReview,3,6/13/2018
REVWID_7442,CNTID_2616,Affordable prices and good quality products,WebsiteReview,5,10/18/2018
REVWID_7443,CNTID_2616,Affordable prices and good quality products,WebsiteReview,5,11/14/2018
REVWID_7444,CNTID_2617,The shipment was delayed,WebsiteReview,2,6/18/2018
REVWID_7445,CNTID_2617,Satisfied with my product,WebsiteReview,4,7/7/2018
REVWID_7446,CNTID_2617,Satisfied with my product,WebsiteReview,4,2/5/2019
REVWID_7447,CNTID_2617,Satisfied with my product,WebsiteReview,4,2/5/2019
REVWID_7448,CNTID_2618,Satisfied with my product,WebsiteReview,4,9/29/2018
REVWID_7449,CNTID_2618,The shipment was delayed,WebsiteReview,2,11/15/2018
REVWID_7450,CNTID_2618,The shipment was delayed,WebsiteReview,2,11/25/2018
REVWID_7451,CNTID_2619,Product is available only in limited colors,WebsiteReview,3,2/17/2018
REVWID_7452,CNTID_2619,Product is available only in limited colors,WebsiteReview,3,9/12/2018
REVWID_7453,CNTID_2619,Affordable prices and good quality products,WebsiteReview,5,12/5/2018
REVWID_7454,CNTID_2619,Satisfied with my product,WebsiteReview,4,1/5/2019
REVWID_7455,CNTID_2619,Affordable prices and good quality products,WebsiteReview,5,1/13/2019
REVWID_7456,CNTID_2620,The shipment was delayed,WebsiteReview,2,4/29/2018
REVWID_7457,CNTID_2620,Product is available only in limited colors,WebsiteReview,3,9/11/2018
REVWID_7458,CNTID_2620,Product is available only in limited colors,WebsiteReview,3,10/17/2018
REVWID_7459,CNTID_2620,Affordable prices and good quality products,WebsiteReview,5,12/2/2018
REVWID_7460,CNTID_2621,Satisfied with my product,WebsiteReview,4,1/31/2018
REVWID_7461,CNTID_2621,Satisfied with my product,WebsiteReview,4,7/8/2018
REVWID_7462,CNTID_2621,The shipment was delayed,WebsiteReview,2,7/25/2018
REVWID_7463,CNTID_2622,Product is available only in limited colors,WebsiteReview,3,10/9/2018
REVWID_7464,CNTID_2622,The shipment was delayed,WebsiteReview,2,1/20/2019
REVWID_7465,CNTID_2622,Affordable prices and good quality products,WebsiteReview,5,1/23/2019
REVWID_7466,CNTID_2623,Affordable prices and good quality products,WebsiteReview,5,6/15/2018
REVWID_7467,CNTID_2623,Product is available only in limited colors,WebsiteReview,3,12/27/2018
REVWID_7468,CNTID_2623,The shipment was delayed,WebsiteReview,2,12/28/2018
REVWID_7469,CNTID_2623,Satisfied with my product,WebsiteReview,4,1/11/2019
REVWID_7470,CNTID_2623,Satisfied with my product,WebsiteReview,4,1/15/2019
REVWID_7471,CNTID_2624,Product is available only in limited colors,WebsiteReview,3,2/20/2018
REVWID_7472,CNTID_2624,Satisfied with my product,WebsiteReview,4,10/19/2018
REVWID_7473,CNTID_2624,Product is available only in limited colors,WebsiteReview,3,1/4/2019
REVWID_7474,CNTID_2624,Affordable prices and good quality products,WebsiteReview,5,1/6/2019
REVWID_7475,CNTID_2624,The shipment was delayed,WebsiteReview,2,1/13/2019
REVWID_7476,CNTID_2625,The shipment was delayed,WebsiteReview,2,7/21/2018
REVWID_7477,CNTID_2625,Satisfied with my product,WebsiteReview,4,11/22/2018
REVWID_7478,CNTID_2625,Affordable prices and good quality products,WebsiteReview,5,11/26/2018
REVWID_7479,CNTID_2626,Affordable prices and good quality products,WebsiteReview,5,4/26/2018
REVWID_7480,CNTID_2626,Affordable prices and good quality products,WebsiteReview,5,2/1/2019
REVWID_7481,CNTID_2626,Affordable prices and good quality products,WebsiteReview,5,2/3/2019
REVWID_7482,CNTID_2626,Product is available only in limited colors,WebsiteReview,3,2/6/2019
REVWID_7483,CNTID_2627,Affordable prices and good quality products,WebsiteReview,5,4/1/2018
REVWID_7484,CNTID_2627,Satisfied with my product,WebsiteReview,4,7/30/2018
REVWID_7485,CNTID_2627,Product is available only in limited colors,WebsiteReview,3,12/25/2018
REVWID_7486,CNTID_2627,Affordable prices and good quality products,WebsiteReview,5,1/16/2019
REVWID_7487,CNTID_2628,Product is available only in limited colors,WebsiteReview,3,6/18/2018
REVWID_7488,CNTID_2628,Affordable prices and good quality products,WebsiteReview,5,12/18/2018
REVWID_7489,CNTID_2628,Product is available only in limited colors,WebsiteReview,3,12/22/2018
REVWID_7490,CNTID_2628,Product is available only in limited colors,WebsiteReview,3,1/9/2019
REVWID_7491,CNTID_2629,The shipment was delayed,WebsiteReview,2,1/25/2019
REVWID_7492,CNTID_2629,Product is available only in limited colors,WebsiteReview,3,1/30/2019
REVWID_7493,CNTID_2629,Satisfied with my product,WebsiteReview,4,1/30/2019
REVWID_7494,CNTID_2629,Satisfied with my product,WebsiteReview,4,2/2/2019
REVWID_7495,CNTID_2629,Satisfied with my product,WebsiteReview,4,2/2/2019
REVWID_7496,CNTID_2630,The shipment was delayed,WebsiteReview,2,11/18/2018
REVWID_7497,CNTID_2630,Satisfied with my product,WebsiteReview,4,12/20/2018
REVWID_7498,CNTID_2630,Product is available only in limited colors,WebsiteReview,3,2/1/2019
REVWID_7499,CNTID_2631,The shipment was delayed,WebsiteReview,2,8/5/2018
