ContactId,PurchaseId,ProductId,PurchasedOn,TotalPrice,ActivityTypeDisplay,Subject
CNTID_1736,OPID_2758,ProdID_1001,2/6/2017,127,OnlinePurchase,Purchased a product online
CNTID_1736,OPID_2759,ProdID_1003,3/9/2017,217,OnlinePurchase,Purchased a product online
CNTID_1737,OPID_2760,ProdID_1019,2/28/2017,207,OnlinePurchase,Purchased a product online
CNTID_1737,OPID_2761,ProdID_1004,10/27/2018,47,OnlinePurchase,Purchased a product online
CNTID_1737,OPID_2762,ProdID_1038,12/14/2018,53,OnlinePurchase,Purchased a product online
CNTID_1737,OPID_2763,ProdID_1000,1/19/2019,106,OnlinePurchase,Purchased a product online
CNTID_1737,OPID_2764,ProdID_1020,1/20/2019,233,OnlinePurchase,Purchased a product online
CNTID_1738,OPID_2765,ProdID_1034,10/12/2017,246,OnlinePurchase,Purchased a product online
CNTID_1738,OPID_2766,ProdID_1004,4/11/2018,141,OnlinePurchase,Purchased a product online
CNTID_1739,OPID_2767,ProdID_1010,11/25/2018,247,OnlinePurchase,Purchased a product online
CNTID_1739,OPID_2768,ProdID_1032,1/17/2019,99,OnlinePurchase,Purchased a product online
CNTID_1739,OPID_2769,ProdID_1024,2/4/2019,135,OnlinePurchase,Purchased a product online
CNTID_1739,OPID_2770,ProdID_1045,2/5/2019,68,OnlinePurchase,Purchased a product online
CNTID_1740,OPID_2771,ProdID_1028,1/11/2018,176,OnlinePurchase,Purchased a product online
CNTID_1740,OPID_2772,ProdID_1011,12/7/2018,152,OnlinePurchase,Purchased a product online
CNTID_1740,OPID_2773,ProdID_1048,1/30/2019,71,OnlinePurchase,Purchased a product online
CNTID_1740,OPID_2774,ProdID_1017,2/5/2019,228,OnlinePurchase,Purchased a product online
CNTID_1741,OPID_2775,ProdID_1033,12/14/2018,55,OnlinePurchase,Purchased a product online
CNTID_1745,OPID_2776,ProdID_1004,8/8/2017,227,OnlinePurchase,Purchased a product online
CNTID_1745,OPID_2777,ProdID_1020,8/8/2018,123,OnlinePurchase,Purchased a product online
CNTID_1745,OPID_2778,ProdID_1020,11/25/2018,36,OnlinePurchase,Purchased a product online
CNTID_1745,OPID_2779,ProdID_1041,1/29/2019,162,OnlinePurchase,Purchased a product online
CNTID_1746,OPID_2780,ProdID_1005,6/14/2017,65,OnlinePurchase,Purchased a product online
CNTID_1746,OPID_2781,ProdID_1037,6/27/2017,45,OnlinePurchase,Purchased a product online
CNTID_1747,OPID_2782,ProdID_1040,11/23/2018,96,OnlinePurchase,Purchased a product online
CNTID_1748,OPID_2783,ProdID_1041,5/8/2018,70,OnlinePurchase,Purchased a product online
CNTID_1748,OPID_2784,ProdID_1046,12/7/2018,67,OnlinePurchase,Purchased a product online
CNTID_1748,OPID_2785,ProdID_1022,1/8/2019,172,OnlinePurchase,Purchased a product online
CNTID_1748,OPID_2786,ProdID_1003,1/18/2019,39,OnlinePurchase,Purchased a product online
CNTID_1748,OPID_2787,ProdID_1015,1/24/2019,69,OnlinePurchase,Purchased a product online
CNTID_1749,OPID_2788,ProdID_1036,11/16/2018,240,OnlinePurchase,Purchased a product online
CNTID_1749,OPID_2789,ProdID_1007,12/30/2018,226,OnlinePurchase,Purchased a product online
CNTID_1749,OPID_2790,ProdID_1032,12/31/2018,106,OnlinePurchase,Purchased a product online
CNTID_1749,OPID_2791,ProdID_1013,1/2/2019,86,OnlinePurchase,Purchased a product online
CNTID_1750,OPID_2792,ProdID_1049,3/10/2018,35,OnlinePurchase,Purchased a product online
CNTID_1751,OPID_2793,ProdID_1022,8/27/2017,187,OnlinePurchase,Purchased a product online
CNTID_1751,OPID_2794,ProdID_1012,10/12/2017,58,OnlinePurchase,Purchased a product online
CNTID_1751,OPID_2795,ProdID_1030,6/11/2018,32,OnlinePurchase,Purchased a product online
CNTID_1751,OPID_2796,ProdID_1027,9/1/2018,145,OnlinePurchase,Purchased a product online
CNTID_1751,OPID_2797,ProdID_1013,12/22/2018,156,OnlinePurchase,Purchased a product online
CNTID_1752,OPID_2798,ProdID_1046,5/14/2018,231,OnlinePurchase,Purchased a product online
CNTID_1752,OPID_2799,ProdID_1002,7/11/2018,152,OnlinePurchase,Purchased a product online
CNTID_1753,OPID_2800,ProdID_1001,5/30/2017,206,OnlinePurchase,Purchased a product online
CNTID_1753,OPID_2801,ProdID_1000,1/30/2018,213,OnlinePurchase,Purchased a product online
CNTID_1753,OPID_2802,ProdID_1015,5/22/2018,33,OnlinePurchase,Purchased a product online
CNTID_1753,OPID_2803,ProdID_1005,7/12/2018,194,OnlinePurchase,Purchased a product online
CNTID_1754,OPID_2804,ProdID_1045,8/24/2018,190,OnlinePurchase,Purchased a product online
CNTID_1754,OPID_2805,ProdID_1031,8/30/2018,37,OnlinePurchase,Purchased a product online
CNTID_1755,OPID_2806,ProdID_1009,4/11/2017,80,OnlinePurchase,Purchased a product online
CNTID_1755,OPID_2807,ProdID_1000,9/6/2017,33,OnlinePurchase,Purchased a product online
CNTID_1755,OPID_2808,ProdID_1012,7/31/2018,236,OnlinePurchase,Purchased a product online
CNTID_1756,OPID_2809,ProdID_1031,7/30/2017,57,OnlinePurchase,Purchased a product online
CNTID_1756,OPID_2810,ProdID_1011,3/31/2018,244,OnlinePurchase,Purchased a product online
CNTID_1756,OPID_2811,ProdID_1043,6/3/2018,132,OnlinePurchase,Purchased a product online
CNTID_1756,OPID_2812,ProdID_1014,8/16/2018,73,OnlinePurchase,Purchased a product online
CNTID_1756,OPID_2813,ProdID_1029,10/28/2018,115,OnlinePurchase,Purchased a product online
CNTID_1758,OPID_2814,ProdID_1019,5/13/2018,176,OnlinePurchase,Purchased a product online
CNTID_1758,OPID_2815,ProdID_1002,10/16/2018,185,OnlinePurchase,Purchased a product online
CNTID_1759,OPID_2816,ProdID_1044,12/6/2018,88,OnlinePurchase,Purchased a product online
CNTID_1760,OPID_2817,ProdID_1009,11/11/2018,55,OnlinePurchase,Purchased a product online
CNTID_1760,OPID_2818,ProdID_1028,11/17/2018,183,OnlinePurchase,Purchased a product online
CNTID_1760,OPID_2819,ProdID_1011,12/14/2018,67,OnlinePurchase,Purchased a product online
CNTID_1761,OPID_2820,ProdID_1026,1/22/2019,215,OnlinePurchase,Purchased a product online
CNTID_1761,OPID_2821,ProdID_1035,2/5/2019,216,OnlinePurchase,Purchased a product online
CNTID_1761,OPID_2822,ProdID_1020,2/5/2019,150,OnlinePurchase,Purchased a product online
CNTID_1762,OPID_2823,ProdID_1032,1/24/2019,101,OnlinePurchase,Purchased a product online
CNTID_1762,OPID_2824,ProdID_1019,2/2/2019,145,OnlinePurchase,Purchased a product online
CNTID_1762,OPID_2825,ProdID_1000,2/6/2019,159,OnlinePurchase,Purchased a product online
CNTID_1762,OPID_2826,ProdID_1021,2/6/2019,238,OnlinePurchase,Purchased a product online
CNTID_1764,OPID_2827,ProdID_1029,12/31/2017,185,OnlinePurchase,Purchased a product online
CNTID_1764,OPID_2828,ProdID_1022,1/10/2018,46,OnlinePurchase,Purchased a product online
CNTID_1764,OPID_2829,ProdID_1020,4/30/2018,187,OnlinePurchase,Purchased a product online
CNTID_1764,OPID_2830,ProdID_1018,6/22/2018,111,OnlinePurchase,Purchased a product online
CNTID_1764,OPID_2831,ProdID_1021,10/6/2018,107,OnlinePurchase,Purchased a product online
CNTID_1766,OPID_2832,ProdID_1044,1/22/2019,47,OnlinePurchase,Purchased a product online
CNTID_1766,OPID_2833,ProdID_1026,2/4/2019,91,OnlinePurchase,Purchased a product online
CNTID_1766,OPID_2834,ProdID_1016,2/4/2019,193,OnlinePurchase,Purchased a product online
CNTID_1767,OPID_2835,ProdID_1008,9/24/2017,202,OnlinePurchase,Purchased a product online
CNTID_1767,OPID_2836,ProdID_1003,3/9/2018,120,OnlinePurchase,Purchased a product online
CNTID_1768,OPID_2837,ProdID_1010,3/23/2017,117,OnlinePurchase,Purchased a product online
CNTID_1770,OPID_2838,ProdID_1035,4/27/2018,213,OnlinePurchase,Purchased a product online
CNTID_1770,OPID_2839,ProdID_1020,12/31/2018,86,OnlinePurchase,Purchased a product online
CNTID_1770,OPID_2840,ProdID_1025,2/6/2019,217,OnlinePurchase,Purchased a product online
CNTID_1770,OPID_2841,ProdID_1033,2/6/2019,139,OnlinePurchase,Purchased a product online
CNTID_1771,OPID_2842,ProdID_1013,4/12/2018,199,OnlinePurchase,Purchased a product online
CNTID_1771,OPID_2843,ProdID_1005,5/2/2018,175,OnlinePurchase,Purchased a product online
CNTID_1771,OPID_2844,ProdID_1003,6/7/2018,86,OnlinePurchase,Purchased a product online
CNTID_1771,OPID_2845,ProdID_1023,6/12/2018,102,OnlinePurchase,Purchased a product online
CNTID_1772,OPID_2846,ProdID_1020,12/10/2018,164,OnlinePurchase,Purchased a product online
CNTID_1772,OPID_2847,ProdID_1027,1/10/2019,227,OnlinePurchase,Purchased a product online
CNTID_1773,OPID_2848,ProdID_1027,5/25/2018,76,OnlinePurchase,Purchased a product online
CNTID_1773,OPID_2849,ProdID_1028,1/11/2019,238,OnlinePurchase,Purchased a product online
CNTID_1773,OPID_2850,ProdID_1012,1/15/2019,70,OnlinePurchase,Purchased a product online
CNTID_1773,OPID_2851,ProdID_1044,1/24/2019,175,OnlinePurchase,Purchased a product online
CNTID_1774,OPID_2852,ProdID_1038,3/12/2017,202,OnlinePurchase,Purchased a product online
CNTID_1774,OPID_2853,ProdID_1042,2/3/2019,241,OnlinePurchase,Purchased a product online
CNTID_1775,OPID_2854,ProdID_1017,9/19/2018,215,OnlinePurchase,Purchased a product online
CNTID_1775,OPID_2855,ProdID_1016,10/28/2018,222,OnlinePurchase,Purchased a product online
CNTID_1775,OPID_2856,ProdID_1039,12/1/2018,46,OnlinePurchase,Purchased a product online
CNTID_1775,OPID_2857,ProdID_1006,12/14/2018,218,OnlinePurchase,Purchased a product online
CNTID_1776,OPID_2858,ProdID_1016,4/16/2017,114,OnlinePurchase,Purchased a product online
CNTID_1776,OPID_2859,ProdID_1014,12/1/2018,54,OnlinePurchase,Purchased a product online
CNTID_1776,OPID_2860,ProdID_1000,1/3/2019,122,OnlinePurchase,Purchased a product online
CNTID_1777,OPID_2861,ProdID_1011,8/15/2017,232,OnlinePurchase,Purchased a product online
CNTID_1777,OPID_2862,ProdID_1044,8/12/2018,126,OnlinePurchase,Purchased a product online
CNTID_1777,OPID_2863,ProdID_1001,10/11/2018,222,OnlinePurchase,Purchased a product online
CNTID_1777,OPID_2864,ProdID_1021,1/12/2019,94,OnlinePurchase,Purchased a product online
CNTID_1777,OPID_2865,ProdID_1003,1/16/2019,168,OnlinePurchase,Purchased a product online
CNTID_1778,OPID_2866,ProdID_1047,7/2/2018,70,OnlinePurchase,Purchased a product online
CNTID_1778,OPID_2867,ProdID_1007,12/29/2018,38,OnlinePurchase,Purchased a product online
CNTID_1778,OPID_2868,ProdID_1031,1/15/2019,211,OnlinePurchase,Purchased a product online
CNTID_1779,OPID_2869,ProdID_1002,9/30/2017,223,OnlinePurchase,Purchased a product online
CNTID_1779,OPID_2870,ProdID_1042,12/25/2018,152,OnlinePurchase,Purchased a product online
CNTID_1779,OPID_2871,ProdID_1047,1/11/2019,162,OnlinePurchase,Purchased a product online
CNTID_1779,OPID_2872,ProdID_1030,1/24/2019,117,OnlinePurchase,Purchased a product online
CNTID_1781,OPID_2873,ProdID_1048,1/3/2019,190,OnlinePurchase,Purchased a product online
CNTID_1782,OPID_2874,ProdID_1011,10/6/2017,197,OnlinePurchase,Purchased a product online
CNTID_1782,OPID_2875,ProdID_1020,6/15/2018,152,OnlinePurchase,Purchased a product online
CNTID_1782,OPID_2876,ProdID_1035,8/5/2018,140,OnlinePurchase,Purchased a product online
CNTID_1783,OPID_2877,ProdID_1003,4/19/2017,97,OnlinePurchase,Purchased a product online
CNTID_1783,OPID_2878,ProdID_1005,5/6/2017,239,OnlinePurchase,Purchased a product online
CNTID_1783,OPID_2879,ProdID_1010,6/19/2018,229,OnlinePurchase,Purchased a product online
CNTID_1783,OPID_2880,ProdID_1043,7/19/2018,61,OnlinePurchase,Purchased a product online
CNTID_1783,OPID_2881,ProdID_1041,12/13/2018,117,OnlinePurchase,Purchased a product online
CNTID_1784,OPID_2882,ProdID_1000,1/1/2019,190,OnlinePurchase,Purchased a product online
CNTID_1784,OPID_2883,ProdID_1019,2/3/2019,222,OnlinePurchase,Purchased a product online
CNTID_1784,OPID_2884,ProdID_1039,2/3/2019,201,OnlinePurchase,Purchased a product online
CNTID_1786,OPID_2885,ProdID_1015,10/28/2018,77,OnlinePurchase,Purchased a product online
CNTID_1786,OPID_2886,ProdID_1037,2/6/2019,105,OnlinePurchase,Purchased a product online
CNTID_1786,OPID_2887,ProdID_1049,2/6/2019,120,OnlinePurchase,Purchased a product online
CNTID_1789,OPID_2888,ProdID_1016,11/23/2017,37,OnlinePurchase,Purchased a product online
CNTID_1789,OPID_2889,ProdID_1002,4/28/2018,198,OnlinePurchase,Purchased a product online
CNTID_1789,OPID_2890,ProdID_1041,12/8/2018,65,OnlinePurchase,Purchased a product online
CNTID_1789,OPID_2891,ProdID_1043,12/26/2018,98,OnlinePurchase,Purchased a product online
CNTID_1790,OPID_2892,ProdID_1010,7/12/2018,193,OnlinePurchase,Purchased a product online
CNTID_1790,OPID_2893,ProdID_1048,12/17/2018,102,OnlinePurchase,Purchased a product online
CNTID_1791,OPID_2894,ProdID_1014,1/4/2018,234,OnlinePurchase,Purchased a product online
CNTID_1792,OPID_2895,ProdID_1019,10/15/2017,149,OnlinePurchase,Purchased a product online
CNTID_1792,OPID_2896,ProdID_1035,12/27/2017,95,OnlinePurchase,Purchased a product online
CNTID_1793,OPID_2897,ProdID_1009,7/27/2017,50,OnlinePurchase,Purchased a product online
CNTID_1793,OPID_2898,ProdID_1005,1/15/2019,118,OnlinePurchase,Purchased a product online
CNTID_1795,OPID_2899,ProdID_1041,6/13/2018,94,OnlinePurchase,Purchased a product online
CNTID_1795,OPID_2900,ProdID_1000,6/26/2018,227,OnlinePurchase,Purchased a product online
CNTID_1795,OPID_2901,ProdID_1004,1/5/2019,183,OnlinePurchase,Purchased a product online
CNTID_1795,OPID_2902,ProdID_1023,1/6/2019,105,OnlinePurchase,Purchased a product online
CNTID_1796,OPID_2903,ProdID_1020,8/21/2018,167,OnlinePurchase,Purchased a product online
CNTID_1796,OPID_2904,ProdID_1011,12/26/2018,100,OnlinePurchase,Purchased a product online
CNTID_1797,OPID_2905,ProdID_1015,1/27/2017,100,OnlinePurchase,Purchased a product online
CNTID_1797,OPID_2906,ProdID_1039,3/21/2018,81,OnlinePurchase,Purchased a product online
CNTID_1797,OPID_2907,ProdID_1039,4/24/2018,243,OnlinePurchase,Purchased a product online
CNTID_1797,OPID_2908,ProdID_1015,5/18/2018,246,OnlinePurchase,Purchased a product online
CNTID_1798,OPID_2909,ProdID_1013,4/11/2017,216,OnlinePurchase,Purchased a product online
CNTID_1798,OPID_2910,ProdID_1025,10/30/2017,112,OnlinePurchase,Purchased a product online
CNTID_1798,OPID_2911,ProdID_1011,2/4/2018,213,OnlinePurchase,Purchased a product online
CNTID_1799,OPID_2912,ProdID_1042,1/18/2017,214,OnlinePurchase,Purchased a product online
CNTID_1799,OPID_2913,ProdID_1001,5/25/2017,130,OnlinePurchase,Purchased a product online
CNTID_1801,OPID_2914,ProdID_1035,7/21/2017,125,OnlinePurchase,Purchased a product online
CNTID_1801,OPID_2915,ProdID_1034,1/25/2019,163,OnlinePurchase,Purchased a product online
CNTID_1802,OPID_2916,ProdID_1016,3/12/2018,62,OnlinePurchase,Purchased a product online
CNTID_1802,OPID_2917,ProdID_1036,10/28/2018,182,OnlinePurchase,Purchased a product online
CNTID_1802,OPID_2918,ProdID_1008,11/26/2018,233,OnlinePurchase,Purchased a product online
CNTID_1802,OPID_2919,ProdID_1016,12/13/2018,130,OnlinePurchase,Purchased a product online
CNTID_1806,OPID_2920,ProdID_1033,10/16/2017,195,OnlinePurchase,Purchased a product online
CNTID_1806,OPID_2921,ProdID_1049,9/4/2018,194,OnlinePurchase,Purchased a product online
CNTID_1806,OPID_2922,ProdID_1047,12/21/2018,107,OnlinePurchase,Purchased a product online
CNTID_1806,OPID_2923,ProdID_1014,12/25/2018,83,OnlinePurchase,Purchased a product online
CNTID_1807,OPID_2924,ProdID_1018,11/2/2017,162,OnlinePurchase,Purchased a product online
CNTID_1807,OPID_2925,ProdID_1019,9/20/2018,59,OnlinePurchase,Purchased a product online
CNTID_1807,OPID_2926,ProdID_1011,11/3/2018,95,OnlinePurchase,Purchased a product online
CNTID_1807,OPID_2927,ProdID_1006,11/5/2018,76,OnlinePurchase,Purchased a product online
CNTID_1807,OPID_2928,ProdID_1003,11/26/2018,106,OnlinePurchase,Purchased a product online
CNTID_1809,OPID_2929,ProdID_1019,2/6/2017,70,OnlinePurchase,Purchased a product online
CNTID_1809,OPID_2930,ProdID_1047,11/25/2017,93,OnlinePurchase,Purchased a product online
CNTID_1809,OPID_2931,ProdID_1045,5/7/2018,127,OnlinePurchase,Purchased a product online
CNTID_1809,OPID_2932,ProdID_1029,8/15/2018,156,OnlinePurchase,Purchased a product online
CNTID_1810,OPID_2933,ProdID_1048,1/24/2017,124,OnlinePurchase,Purchased a product online
CNTID_1810,OPID_2934,ProdID_1015,1/2/2018,123,OnlinePurchase,Purchased a product online
CNTID_1811,OPID_2935,ProdID_1029,4/2/2017,33,OnlinePurchase,Purchased a product online
CNTID_1811,OPID_2936,ProdID_1042,4/7/2018,101,OnlinePurchase,Purchased a product online
CNTID_1811,OPID_2937,ProdID_1017,5/10/2018,97,OnlinePurchase,Purchased a product online
CNTID_1811,OPID_2938,ProdID_1000,10/13/2018,70,OnlinePurchase,Purchased a product online
CNTID_1811,OPID_2939,ProdID_1002,11/1/2018,154,OnlinePurchase,Purchased a product online
CNTID_1812,OPID_2940,ProdID_1013,10/19/2017,87,OnlinePurchase,Purchased a product online
CNTID_1812,OPID_2941,ProdID_1046,2/15/2018,136,OnlinePurchase,Purchased a product online
CNTID_1812,OPID_2942,ProdID_1025,10/3/2018,2585,OnlinePurchase,Purchased a product online
CNTID_1812,OPID_2943,ProdID_1009,1/26/2019,2580,OnlinePurchase,Purchased a product online
CNTID_1812,OPID_2944,ProdID_1027,2/3/2019,2593,OnlinePurchase,Purchased a product online
CNTID_1813,OPID_2945,ProdID_1025,10/7/2018,85,OnlinePurchase,Purchased a product online
CNTID_1814,OPID_2946,ProdID_1021,6/11/2018,197,OnlinePurchase,Purchased a product online
CNTID_1814,OPID_2947,ProdID_1043,11/26/2018,81,OnlinePurchase,Purchased a product online
CNTID_1814,OPID_2948,ProdID_1014,12/1/2018,92,OnlinePurchase,Purchased a product online
CNTID_1815,OPID_2949,ProdID_1040,12/20/2018,171,OnlinePurchase,Purchased a product online
CNTID_1815,OPID_2950,ProdID_1045,1/22/2019,218,OnlinePurchase,Purchased a product online
CNTID_1815,OPID_2951,ProdID_1025,1/31/2019,212,OnlinePurchase,Purchased a product online
CNTID_1815,OPID_2952,ProdID_1033,2/2/2019,127,OnlinePurchase,Purchased a product online
CNTID_1816,OPID_2953,ProdID_1009,8/5/2018,127,OnlinePurchase,Purchased a product online
CNTID_1817,OPID_2954,ProdID_1004,3/27/2018,185,OnlinePurchase,Purchased a product online
CNTID_1817,OPID_2955,ProdID_1017,7/12/2018,136,OnlinePurchase,Purchased a product online
CNTID_1817,OPID_2956,ProdID_1014,11/11/2018,153,OnlinePurchase,Purchased a product online
CNTID_1817,OPID_2957,ProdID_1030,12/20/2018,91,OnlinePurchase,Purchased a product online
CNTID_1818,OPID_2958,ProdID_1040,2/16/2018,120,OnlinePurchase,Purchased a product online
CNTID_1818,OPID_2959,ProdID_1049,6/26/2018,2566,OnlinePurchase,Purchased a product online
CNTID_1818,OPID_2960,ProdID_1022,12/4/2018,2484,OnlinePurchase,Purchased a product online
CNTID_1818,OPID_2961,ProdID_1004,12/30/2018,2444,OnlinePurchase,Purchased a product online
CNTID_1819,OPID_2962,ProdID_1013,10/29/2018,225,OnlinePurchase,Purchased a product online
CNTID_1819,OPID_2963,ProdID_1002,1/10/2019,147,OnlinePurchase,Purchased a product online
CNTID_1820,OPID_2964,ProdID_1031,3/31/2017,101,OnlinePurchase,Purchased a product online
CNTID_1820,OPID_2965,ProdID_1000,8/28/2017,206,OnlinePurchase,Purchased a product online
CNTID_1820,OPID_2966,ProdID_1001,7/26/2018,79,OnlinePurchase,Purchased a product online
CNTID_1821,OPID_2967,ProdID_1009,9/17/2017,238,OnlinePurchase,Purchased a product online
CNTID_1821,OPID_2968,ProdID_1033,11/17/2018,157,OnlinePurchase,Purchased a product online
CNTID_1821,OPID_2969,ProdID_1037,1/28/2019,106,OnlinePurchase,Purchased a product online
CNTID_1821,OPID_2970,ProdID_1047,2/1/2019,54,OnlinePurchase,Purchased a product online
CNTID_1822,OPID_2971,ProdID_1015,9/10/2017,213,OnlinePurchase,Purchased a product online
CNTID_1823,OPID_2972,ProdID_1020,5/15/2018,222,OnlinePurchase,Purchased a product online
CNTID_1823,OPID_2973,ProdID_1001,6/20/2018,154,OnlinePurchase,Purchased a product online
CNTID_1823,OPID_2974,ProdID_1032,11/6/2018,178,OnlinePurchase,Purchased a product online
CNTID_1823,OPID_2975,ProdID_1027,12/14/2018,38,OnlinePurchase,Purchased a product online
CNTID_1824,OPID_2976,ProdID_1001,9/10/2018,208,OnlinePurchase,Purchased a product online
CNTID_1824,OPID_2977,ProdID_1006,11/9/2018,183,OnlinePurchase,Purchased a product online
CNTID_1825,OPID_2978,ProdID_1042,8/16/2017,174,OnlinePurchase,Purchased a product online
CNTID_1825,OPID_2979,ProdID_1041,2/14/2018,183,OnlinePurchase,Purchased a product online
CNTID_1825,OPID_2980,ProdID_1007,7/6/2018,2615,OnlinePurchase,Purchased a product online
CNTID_1825,OPID_2981,ProdID_1011,7/8/2018,2586,OnlinePurchase,Purchased a product online
CNTID_1825,OPID_2982,ProdID_1001,9/27/2018,2451,OnlinePurchase,Purchased a product online
CNTID_1827,OPID_2983,ProdID_1041,3/3/2018,95,OnlinePurchase,Purchased a product online
CNTID_1827,OPID_2984,ProdID_1028,7/9/2018,2620,OnlinePurchase,Purchased a product online
CNTID_1827,OPID_2985,ProdID_1013,1/27/2019,2466,OnlinePurchase,Purchased a product online
CNTID_1829,OPID_2986,ProdID_1024,1/17/2018,35,OnlinePurchase,Purchased a product online
CNTID_1830,OPID_2987,ProdID_1047,11/7/2017,240,OnlinePurchase,Purchased a product online
CNTID_1830,OPID_2988,ProdID_1011,11/15/2018,53,OnlinePurchase,Purchased a product online
CNTID_1832,OPID_2989,ProdID_1002,1/20/2017,208,OnlinePurchase,Purchased a product online
CNTID_1833,OPID_2990,ProdID_1029,1/4/2018,57,OnlinePurchase,Purchased a product online
CNTID_1833,OPID_2991,ProdID_1043,4/29/2018,120,OnlinePurchase,Purchased a product online
CNTID_1833,OPID_2992,ProdID_1034,11/24/2018,51,OnlinePurchase,Purchased a product online
CNTID_1833,OPID_2993,ProdID_1044,1/9/2019,200,OnlinePurchase,Purchased a product online
CNTID_1834,OPID_2994,ProdID_1004,10/20/2018,135,OnlinePurchase,Purchased a product online
CNTID_1834,OPID_2995,ProdID_1038,11/19/2018,193,OnlinePurchase,Purchased a product online
CNTID_1834,OPID_2996,ProdID_1032,12/17/2018,119,OnlinePurchase,Purchased a product online
CNTID_1834,OPID_2997,ProdID_1024,1/23/2019,223,OnlinePurchase,Purchased a product online
CNTID_1835,OPID_2998,ProdID_1036,11/22/2017,214,OnlinePurchase,Purchased a product online
CNTID_1835,OPID_2999,ProdID_1008,11/15/2018,104,OnlinePurchase,Purchased a product online
CNTID_1835,OPID_3000,ProdID_1043,1/27/2019,73,OnlinePurchase,Purchased a product online
CNTID_1835,OPID_3001,ProdID_1039,2/5/2019,129,OnlinePurchase,Purchased a product online
CNTID_1836,OPID_3002,ProdID_1030,6/21/2017,148,OnlinePurchase,Purchased a product online
CNTID_1836,OPID_3003,ProdID_1019,6/18/2018,79,OnlinePurchase,Purchased a product online
CNTID_1836,OPID_3004,ProdID_1032,12/26/2018,200,OnlinePurchase,Purchased a product online
CNTID_1836,OPID_3005,ProdID_1037,1/20/2019,42,OnlinePurchase,Purchased a product online
CNTID_1838,OPID_3006,ProdID_1016,5/4/2017,55,OnlinePurchase,Purchased a product online
CNTID_1838,OPID_3007,ProdID_1026,1/1/2019,211,OnlinePurchase,Purchased a product online
CNTID_1839,OPID_3008,ProdID_1046,3/3/2018,128,OnlinePurchase,Purchased a product online
CNTID_1840,OPID_3009,ProdID_1015,3/28/2018,79,OnlinePurchase,Purchased a product online
CNTID_1840,OPID_3010,ProdID_1010,12/8/2018,62,OnlinePurchase,Purchased a product online
CNTID_1840,OPID_3011,ProdID_1012,1/26/2019,244,OnlinePurchase,Purchased a product online
CNTID_1841,OPID_3012,ProdID_1025,2/17/2017,53,OnlinePurchase,Purchased a product online
CNTID_1841,OPID_3013,ProdID_1029,3/5/2017,195,OnlinePurchase,Purchased a product online
CNTID_1841,OPID_3014,ProdID_1013,6/1/2018,98,OnlinePurchase,Purchased a product online
CNTID_1842,OPID_3015,ProdID_1009,5/25/2018,195,OnlinePurchase,Purchased a product online
CNTID_1842,OPID_3016,ProdID_1023,10/22/2018,216,OnlinePurchase,Purchased a product online
CNTID_1843,OPID_3017,ProdID_1008,11/20/2018,202,OnlinePurchase,Purchased a product online
CNTID_1843,OPID_3018,ProdID_1028,11/23/2018,173,OnlinePurchase,Purchased a product online
CNTID_1843,OPID_3019,ProdID_1048,1/21/2019,184,OnlinePurchase,Purchased a product online
CNTID_1844,OPID_3020,ProdID_1003,1/7/2018,34,OnlinePurchase,Purchased a product online
CNTID_1844,OPID_3021,ProdID_1033,7/28/2018,149,OnlinePurchase,Purchased a product online
CNTID_1844,OPID_3022,ProdID_1039,9/4/2018,155,OnlinePurchase,Purchased a product online
CNTID_1845,OPID_3023,ProdID_1008,3/5/2018,140,OnlinePurchase,Purchased a product online
CNTID_1845,OPID_3024,ProdID_1008,4/23/2018,2605,OnlinePurchase,Purchased a product online
CNTID_1845,OPID_3025,ProdID_1048,11/25/2018,2554,OnlinePurchase,Purchased a product online
CNTID_1847,OPID_3026,ProdID_1013,8/4/2018,223,OnlinePurchase,Purchased a product online
CNTID_1847,OPID_3027,ProdID_1012,11/24/2018,84,OnlinePurchase,Purchased a product online
CNTID_1847,OPID_3028,ProdID_1006,1/18/2019,48,OnlinePurchase,Purchased a product online
CNTID_1847,OPID_3029,ProdID_1016,1/19/2019,235,OnlinePurchase,Purchased a product online
CNTID_1847,OPID_3030,ProdID_1012,2/2/2019,113,OnlinePurchase,Purchased a product online
CNTID_1848,OPID_3031,ProdID_1029,4/30/2017,89,OnlinePurchase,Purchased a product online
CNTID_1848,OPID_3032,ProdID_1021,3/10/2018,165,OnlinePurchase,Purchased a product online
CNTID_1848,OPID_3033,ProdID_1033,1/10/2019,2481,OnlinePurchase,Purchased a product online
CNTID_1848,OPID_3034,ProdID_1008,1/20/2019,2650,OnlinePurchase,Purchased a product online
CNTID_1849,OPID_3035,ProdID_1004,1/10/2018,171,OnlinePurchase,Purchased a product online
CNTID_1849,OPID_3036,ProdID_1000,9/25/2018,125,OnlinePurchase,Purchased a product online
CNTID_1849,OPID_3037,ProdID_1040,10/27/2018,119,OnlinePurchase,Purchased a product online
CNTID_1849,OPID_3038,ProdID_1034,11/19/2018,45,OnlinePurchase,Purchased a product online
CNTID_1850,OPID_3039,ProdID_1018,12/20/2017,166,OnlinePurchase,Purchased a product online
CNTID_1850,OPID_3040,ProdID_1035,9/19/2018,65,OnlinePurchase,Purchased a product online
CNTID_1850,OPID_3041,ProdID_1024,12/14/2018,151,OnlinePurchase,Purchased a product online
