HotelCustomerID,StayID,CheckInDate,CheckOutDate,RoomType,DollarsSpent,BookingType,TravelCategory,NumberOfNights
A001844,S007772,4/6/2014 0:00,4/11/2014 0:00,Large,202,Online,Business,5
A001844,S007773,8/10/2014 0:00,8/12/2014 0:00,Large,488,Online,Business,2
A001844,S007774,3/15/2014 0:00,3/15/2014 0:00,Large,324,Online,Business,0
A001844,S007775,11/17/2014 0:00,11/19/2014 0:00,Small,99,Phone Call,Business,2
A001845,S007776,8/29/2016 0:00,8/31/2016 0:00,Large,460,Online,Business,2
A001845,S007777,10/19/2017 0:00,10/25/2017 0:00,Large,103,Phone Call,Business,6
A001845,S007778,4/3/2015 0:00,4/6/2015 0:00,Small,401,Online,Business,3
A001845,S007779,3/15/2016 0:00,3/15/2016 0:00,Small,341,Online,Leisure,0
A001845,S007780,7/2/2017 0:00,7/3/2017 0:00,Large,354,Online,Leisure,1
A001845,S007781,8/4/2016 0:00,8/7/2016 0:00,Small,191,Online,Business,3
A001845,S007782,4/3/2015 0:00,4/4/2015 0:00,Small,137,Online,Business,1
A001845,S007783,8/16/2016 0:00,8/18/2016 0:00,Large,407,Online,Business,2
A001845,S007784,8/2/2015 0:00,8/3/2015 0:00,Small,314,Online,Business,1
A001846,S007785,1/1/2014 0:00,1/1/2014 0:00,Large,478,Online,Business,0
A001846,S007786,10/9/2015 0:00,10/11/2015 0:00,Large,370,Online,Business,2
A001846,S007787,12/5/2017 0:00,12/6/2017 0:00,Large,299,Online,Business,1
A001847,S007788,12/10/2015 0:00,12/14/2015 0:00,Large,139,Online,Leisure,4
A001848,S007789,5/19/2015 0:00,5/22/2015 0:00,Large,97,Online,Leisure,3
A001848,S007790,11/17/2015 0:00,11/22/2015 0:00,Large,146,Online,Business,5
A001848,S007791,8/14/2016 0:00,8/18/2016 0:00,Large,498,Online,Business,4
A001848,S007792,9/20/2017 0:00,9/25/2017 0:00,Large,154,Online,Business,5
A001848,S007793,5/3/2016 0:00,5/4/2016 0:00,Small,445,Online,Business,1
A001848,S007794,6/14/2017 0:00,6/18/2017 0:00,Small,86,Phone Call,Business,4
A001848,S007795,10/6/2016 0:00,10/8/2016 0:00,Large,422,Online,Leisure,2
A001848,S007796,7/3/2014 0:00,7/3/2014 0:00,Large,264,Online,Business,0
A001848,S007797,10/24/2016 0:00,10/30/2016 0:00,Large,146,Online,Business,6
A001849,S007798,10/29/2017 0:00,10/31/2017 0:00,Small,308,Phone Call,Business,2
A001849,S007799,6/3/2017 0:00,6/9/2017 0:00,Large,409,Phone Call,Business,6
A001850,S007800,12/11/2015 0:00,12/11/2015 0:00,Small,432,Online,Business,0
A001850,S007801,12/22/2016 0:00,12/24/2016 0:00,Small,286,Online,Business,2
A001850,S007802,4/1/2015 0:00,4/7/2015 0:00,Small,258,Online,Business,6
A001850,S007803,7/31/2014 0:00,8/4/2014 0:00,Small,374,Online,Business,4
A001851,S007804,4/19/2016 0:00,4/20/2016 0:00,Large,335,Online,Business,1
A001851,S007805,11/12/2015 0:00,11/14/2015 0:00,Large,375,Online,Business,2
A001851,S007806,2/18/2015 0:00,2/24/2015 0:00,Small,207,Online,Business,6
A001851,S007807,6/25/2016 0:00,6/26/2016 0:00,Large,326,Online,Business,1
A001852,S007808,10/11/2016 0:00,10/17/2016 0:00,Large,261,Phone Call,Business,6
A001852,S007809,2/21/2014 0:00,2/22/2014 0:00,Large,140,Online,Business,1
A001852,S007810,2/9/2014 0:00,2/15/2014 0:00,Large,327,Online,Business,6
A001852,S007811,3/18/2015 0:00,3/24/2015 0:00,Large,82,Online,Business,6
A001852,S007812,11/10/2017 0:00,11/14/2017 0:00,Small,181,Phone Call,Business,4
A001852,S007813,11/16/2017 0:00,11/20/2017 0:00,Small,170,Phone Call,Business,4
A001852,S007814,5/22/2017 0:00,5/23/2017 0:00,Small,478,Online,Business,1
A001852,S007815,10/31/2016 0:00,10/31/2016 0:00,Large,181,Online,Business,0
A001853,S007816,2/28/2015 0:00,3/4/2015 0:00,Large,367,Phone Call,Business,4
A001854,S007817,4/26/2014 0:00,4/26/2014 0:00,Small,175,Phone Call,Leisure,0
A001854,S007818,6/7/2015 0:00,6/10/2015 0:00,Small,141,Online,Leisure,3
A001855,S007819,2/23/2015 0:00,2/26/2015 0:00,Large,249,Phone Call,Business,3
A001855,S007820,1/3/2017 0:00,1/3/2017 0:00,Small,221,Phone Call,Business,0
A001855,S007821,2/11/2017 0:00,2/13/2017 0:00,Large,299,Online,Business,2
A001855,S007822,4/26/2014 0:00,4/29/2014 0:00,Small,266,Phone Call,Business,3
A001856,S007823,5/21/2016 0:00,5/22/2016 0:00,Large,156,Phone Call,Leisure,1
A001857,S007824,11/30/2017 0:00,11/30/2017 0:00,Large,97,Online,Business,0
A001857,S007825,9/2/2017 0:00,9/3/2017 0:00,Small,109,Online,Business,1
A001857,S007826,4/4/2016 0:00,4/7/2016 0:00,Large,213,Online,Leisure,3
A001857,S007827,3/21/2016 0:00,3/23/2016 0:00,Large,227,Online,Business,2
A001858,S007828,8/6/2014 0:00,8/8/2014 0:00,Large,178,Phone Call,Business,2
A001858,S007829,1/30/2014 0:00,1/30/2014 0:00,Small,376,Online,Business,0
A001858,S007830,4/1/2015 0:00,4/1/2015 0:00,Large,257,Online,Business,0
A001858,S007831,6/15/2014 0:00,6/16/2014 0:00,Large,183,Phone Call,Leisure,1
A001859,S007832,12/12/2015 0:00,12/18/2015 0:00,Large,150,Online,Business,6
A001859,S007833,5/2/2014 0:00,5/2/2014 0:00,Large,316,Phone Call,Leisure,0
A001859,S007834,7/15/2014 0:00,7/19/2014 0:00,Small,338,Online,Business,4
A001860,S007835,12/2/2016 0:00,12/3/2016 0:00,Large,211,Phone Call,Leisure,1
A001860,S007836,3/11/2015 0:00,3/11/2015 0:00,Small,141,Online,Leisure,0
A001861,S007837,1/29/2014 0:00,2/4/2014 0:00,Large,131,Online,Business,6
A001861,S007838,7/8/2014 0:00,7/10/2014 0:00,Large,83,Online,Business,2
A001861,S007839,1/2/2016 0:00,1/6/2016 0:00,Large,379,Online,Business,4
A001861,S007840,3/13/2016 0:00,3/19/2016 0:00,Large,230,Online,Business,6
A001862,S007841,9/10/2015 0:00,9/15/2015 0:00,Large,412,Online,Leisure,5
A001862,S007842,11/30/2017 0:00,12/4/2017 0:00,Large,354,Online,Business,4
A001862,S007843,11/19/2015 0:00,11/19/2015 0:00,Large,370,Phone Call,Business,0
A001862,S007844,6/22/2016 0:00,6/27/2016 0:00,Large,366,Phone Call,Leisure,5
A001862,S007845,11/5/2016 0:00,11/6/2016 0:00,Small,392,Phone Call,Business,1
A001862,S007846,1/29/2014 0:00,1/30/2014 0:00,Small,149,Online,Business,1
A001862,S007847,12/12/2017 0:00,12/16/2017 0:00,Large,214,Online,Business,4
A001862,S007848,2/25/2016 0:00,3/1/2016 0:00,Small,102,Online,Leisure,5
A001862,S007849,1/11/2017 0:00,1/13/2017 0:00,Large,135,Online,Business,2
A001863,S007850,7/22/2014 0:00,7/28/2014 0:00,Small,202,Phone Call,Business,6
A001863,S007851,6/23/2014 0:00,6/23/2014 0:00,Small,161,Phone Call,Leisure,0
A001864,S007852,10/13/2016 0:00,10/15/2016 0:00,Small,143,Phone Call,Leisure,2
A001864,S007853,10/29/2014 0:00,11/4/2014 0:00,Small,317,Online,Business,6
A001864,S007854,8/18/2015 0:00,8/18/2015 0:00,Large,324,Online,Business,0
A001864,S007855,3/12/2016 0:00,3/15/2016 0:00,Large,434,Online,Business,3
A001864,S007856,7/16/2014 0:00,7/18/2014 0:00,Small,123,Phone Call,Business,2
A001865,S007857,11/17/2016 0:00,11/20/2016 0:00,Small,128,Phone Call,Leisure,3
A001866,S007858,12/8/2015 0:00,12/11/2015 0:00,Large,338,Online,Business,3
A001866,S007859,6/17/2017 0:00,6/19/2017 0:00,Large,96,Online,Business,2
A001866,S007860,8/15/2017 0:00,8/19/2017 0:00,Large,97,Phone Call,Business,4
A001866,S007861,1/20/2016 0:00,1/23/2016 0:00,Large,368,Online,Business,3
A001866,S007862,2/17/2017 0:00,2/17/2017 0:00,Large,309,Phone Call,Leisure,0
A001866,S007863,1/14/2015 0:00,1/15/2015 0:00,Large,240,Online,Business,1
A001866,S007864,11/28/2017 0:00,11/28/2017 0:00,Large,462,Online,Business,0
A001867,S007865,4/27/2015 0:00,4/28/2015 0:00,Small,155,Phone Call,Leisure,1
A001868,S007866,5/26/2014 0:00,5/26/2014 0:00,Large,166,Phone Call,Leisure,0
A001868,S007867,3/29/2016 0:00,3/30/2016 0:00,Large,142,Phone Call,Business,1
A001869,S007868,12/3/2015 0:00,12/6/2015 0:00,Small,227,Phone Call,Business,3
A001870,S007869,2/9/2016 0:00,2/10/2016 0:00,Large,305,Online,Business,1
A001870,S007870,2/21/2015 0:00,2/25/2015 0:00,Large,147,Online,Leisure,4
A001870,S007871,1/25/2015 0:00,1/26/2015 0:00,Large,235,Phone Call,Business,1
A001870,S007872,7/4/2014 0:00,7/5/2014 0:00,Small,133,Online,Business,1
A001870,S007873,2/21/2017 0:00,2/21/2017 0:00,Large,420,Phone Call,Business,0
A001870,S007874,8/19/2016 0:00,8/24/2016 0:00,Small,355,Online,Business,5
A001870,S007875,6/2/2016 0:00,6/2/2016 0:00,Large,297,Online,Leisure,0
A001870,S007876,6/22/2014 0:00,6/28/2014 0:00,Small,128,Online,Business,6
A001870,S007877,9/17/2016 0:00,9/20/2016 0:00,Small,258,Online,Business,3
A001871,S007878,2/23/2015 0:00,2/25/2015 0:00,Large,97,Online,Business,2
A001871,S007879,2/5/2014 0:00,2/7/2014 0:00,Small,92,Phone Call,Business,2
A001871,S007880,7/21/2016 0:00,7/22/2016 0:00,Large,91,Online,Business,1
A001871,S007881,4/8/2017 0:00,4/8/2017 0:00,Small,205,Phone Call,Business,0
A001871,S007882,10/10/2015 0:00,10/14/2015 0:00,Small,87,Online,Business,4
A001871,S007883,8/21/2015 0:00,8/27/2015 0:00,Large,150,Online,Leisure,6
A001871,S007884,7/22/2016 0:00,7/25/2016 0:00,Large,453,Online,Business,3
A001872,S007885,6/16/2015 0:00,6/22/2015 0:00,Small,374,Online,Leisure,6
A001872,S007886,10/6/2017 0:00,10/8/2017 0:00,Large,270,Phone Call,Business,2
A001872,S007887,5/6/2014 0:00,5/6/2014 0:00,Small,477,Online,Business,0
A001872,S007888,3/28/2015 0:00,4/2/2015 0:00,Small,102,Online,Leisure,5
A001872,S007889,7/9/2016 0:00,7/10/2016 0:00,Small,123,Online,Business,1
A001872,S007890,11/20/2015 0:00,11/26/2015 0:00,Small,202,Online,Leisure,6
A001872,S007891,9/17/2017 0:00,9/20/2017 0:00,Large,192,Phone Call,Business,3
A001872,S007892,12/6/2016 0:00,12/9/2016 0:00,Small,412,Online,Business,3
A001873,S007893,9/25/2014 0:00,9/30/2014 0:00,Large,342,Phone Call,Business,5
A001873,S007894,8/6/2016 0:00,8/6/2016 0:00,Small,286,Online,Business,0
A001873,S007895,1/23/2017 0:00,1/24/2017 0:00,Large,384,Online,Business,1
A001874,S007896,7/2/2014 0:00,7/2/2014 0:00,Small,423,Online,Business,0
A001875,S007897,7/12/2017 0:00,7/14/2017 0:00,Large,335,Online,Business,2
A001875,S007898,3/14/2017 0:00,3/19/2017 0:00,Small,93,Online,Business,5
A001875,S007899,8/1/2017 0:00,8/7/2017 0:00,Small,192,Phone Call,Business,6
A001875,S007900,12/21/2014 0:00,12/24/2014 0:00,Large,289,Online,Business,3
A001875,S007901,6/9/2016 0:00,6/14/2016 0:00,Large,430,Phone Call,Business,5
A001876,S007902,3/4/2016 0:00,3/8/2016 0:00,Small,134,Online,Leisure,4
A001877,S007903,10/26/2015 0:00,10/29/2015 0:00,Small,381,Online,Business,3
A001877,S007904,2/12/2015 0:00,2/13/2015 0:00,Large,261,Online,Leisure,1
A001878,S007905,7/4/2017 0:00,7/8/2017 0:00,Large,241,Online,Business,4
A001878,S007906,3/7/2016 0:00,3/7/2016 0:00,Small,284,Online,Business,0
A001878,S007907,11/4/2014 0:00,11/9/2014 0:00,Small,340,Phone Call,Business,5
A001878,S007908,1/13/2016 0:00,1/13/2016 0:00,Small,413,Online,Leisure,0
A001879,S007909,4/28/2015 0:00,5/2/2015 0:00,Small,249,Online,Business,4
A001880,S007910,1/22/2014 0:00,1/24/2014 0:00,Large,286,Online,Business,2
A001880,S007911,10/26/2016 0:00,10/28/2016 0:00,Small,93,Online,Business,2
A001880,S007912,9/8/2016 0:00,9/11/2016 0:00,Large,132,Phone Call,Business,3
A001880,S007913,7/1/2017 0:00,7/3/2017 0:00,Small,253,Online,Business,2
A001880,S007914,8/19/2017 0:00,8/19/2017 0:00,Large,426,Online,Business,0
A001880,S007915,8/1/2016 0:00,8/2/2016 0:00,Large,431,Online,Business,1
A001881,S007916,9/1/2016 0:00,9/3/2016 0:00,Large,328,Phone Call,Business,2
A001881,S007917,10/13/2016 0:00,10/19/2016 0:00,Small,267,Online,Business,6
A001881,S007918,7/11/2015 0:00,7/15/2015 0:00,Small,456,Online,Business,4
A001881,S007919,4/17/2014 0:00,4/20/2014 0:00,Large,88,Phone Call,Business,3
A001881,S007920,11/16/2014 0:00,11/20/2014 0:00,Large,88,Online,Leisure,4
A001881,S007921,5/31/2016 0:00,6/4/2016 0:00,Small,277,Online,Leisure,4
A001881,S007922,8/14/2017 0:00,8/14/2017 0:00,Large,120,Phone Call,Business,0
A001881,S007923,12/30/2014 0:00,12/31/2014 0:00,Large,106,Phone Call,Business,1
A001882,S007924,8/4/2014 0:00,8/4/2014 0:00,Small,215,Phone Call,Leisure,0
A001882,S007925,12/11/2015 0:00,12/11/2015 0:00,Large,187,Phone Call,Leisure,0
A001883,S007926,3/8/2015 0:00,3/8/2015 0:00,Large,220,Online,Leisure,0
A001884,S007927,6/17/2014 0:00,6/21/2014 0:00,Small,199,Phone Call,Business,4
A001884,S007928,1/30/2017 0:00,2/5/2017 0:00,Large,83,Online,Business,6
A001884,S007929,5/28/2017 0:00,5/30/2017 0:00,Small,363,Phone Call,Business,2
A001884,S007930,4/12/2014 0:00,4/12/2014 0:00,Large,484,Online,Business,0
A001884,S007931,4/30/2015 0:00,5/5/2015 0:00,Small,237,Phone Call,Business,5
A001884,S007932,8/25/2016 0:00,8/28/2016 0:00,Large,175,Phone Call,Business,3
A001884,S007933,9/11/2017 0:00,9/14/2017 0:00,Small,320,Online,Business,3
A001884,S007934,12/16/2017 0:00,12/19/2017 0:00,Small,472,Phone Call,Business,3
A001884,S007935,1/30/2015 0:00,2/1/2015 0:00,Small,198,Online,Business,2
A001885,S007936,1/2/2017 0:00,1/2/2017 0:00,Small,453,Phone Call,Business,0
A001885,S007937,1/17/2014 0:00,1/17/2014 0:00,Large,399,Online,Business,0
A001885,S007938,10/28/2014 0:00,10/30/2014 0:00,Large,245,Online,Business,2
A001885,S007939,8/26/2014 0:00,8/26/2014 0:00,Large,325,Online,Business,0
A001885,S007940,5/26/2015 0:00,5/29/2015 0:00,Small,225,Phone Call,Business,3
A001886,S007941,8/16/2014 0:00,8/20/2014 0:00,Large,203,Phone Call,Leisure,4
A001886,S007942,2/11/2014 0:00,2/13/2014 0:00,Large,206,Online,Business,2
A001887,S007943,5/18/2014 0:00,5/24/2014 0:00,Small,307,Online,Leisure,6
A001887,S007944,4/25/2014 0:00,4/30/2014 0:00,Small,202,Online,Leisure,5
A001887,S007945,7/4/2016 0:00,7/6/2016 0:00,Small,228,Online,Business,2
A001888,S007946,7/30/2014 0:00,8/1/2014 0:00,Small,273,Phone Call,Business,2
A001888,S007947,4/24/2016 0:00,4/28/2016 0:00,Small,361,Online,Business,4
A001888,S007948,12/7/2014 0:00,12/7/2014 0:00,Large,427,Online,Leisure,0
A001888,S007949,9/14/2015 0:00,9/16/2015 0:00,Large,343,Online,Business,2
A001888,S007950,1/15/2015 0:00,1/19/2015 0:00,Large,281,Online,Leisure,4
A001888,S007951,4/27/2017 0:00,4/30/2017 0:00,Small,343,Online,Business,3
A001889,S007952,8/17/2014 0:00,8/20/2014 0:00,Large,380,Online,Business,3
A001889,S007953,6/5/2017 0:00,6/9/2017 0:00,Large,256,Phone Call,Business,4
A001889,S007954,4/3/2016 0:00,4/4/2016 0:00,Large,292,Online,Business,1
A001889,S007955,3/24/2014 0:00,3/30/2014 0:00,Large,276,Phone Call,Business,6
A001890,S007956,3/29/2014 0:00,4/2/2014 0:00,Large,191,Online,Leisure,4
A001891,S007957,1/10/2017 0:00,1/10/2017 0:00,Small,221,Online,Business,0
A001892,S007958,8/25/2016 0:00,8/29/2016 0:00,Small,324,Online,Business,4
A001893,S007959,1/9/2015 0:00,1/11/2015 0:00,Large,157,Phone Call,Business,2
A001893,S007960,9/6/2016 0:00,9/12/2016 0:00,Large,356,Online,Leisure,6
A001893,S007961,3/2/2017 0:00,3/5/2017 0:00,Large,210,Phone Call,Business,3
A001893,S007962,3/24/2017 0:00,3/24/2017 0:00,Large,150,Online,Business,0
A001893,S007963,12/8/2015 0:00,12/13/2015 0:00,Small,244,Online,Business,5
A001894,S007964,9/8/2016 0:00,9/9/2016 0:00,Small,230,Phone Call,Business,1
A001894,S007965,8/23/2016 0:00,8/25/2016 0:00,Small,227,Phone Call,Leisure,2
A001895,S007966,4/15/2016 0:00,4/19/2016 0:00,Large,125,Online,Leisure,4
A001896,S007967,7/5/2015 0:00,7/9/2015 0:00,Large,303,Phone Call,Business,4
A001896,S007968,9/13/2014 0:00,9/16/2014 0:00,Large,443,Online,Business,3
A001897,S007969,10/7/2016 0:00,10/9/2016 0:00,Large,129,Online,Leisure,2
A001897,S007970,3/14/2016 0:00,3/15/2016 0:00,Small,209,Online,Business,1
A001898,S007971,8/28/2016 0:00,8/30/2016 0:00,Small,346,Phone Call,Business,2
A001898,S007972,4/20/2015 0:00,4/23/2015 0:00,Small,244,Online,Business,3
A001898,S007973,9/16/2014 0:00,9/20/2014 0:00,Small,224,Phone Call,Business,4
A001898,S007974,8/30/2017 0:00,9/5/2017 0:00,Small,413,Online,Leisure,6
A001898,S007975,2/5/2017 0:00,2/9/2017 0:00,Large,242,Online,Business,4
A001898,S007976,3/12/2015 0:00,3/13/2015 0:00,Large,183,Online,Business,1
A001899,S007977,1/8/2017 0:00,1/9/2017 0:00,Large,93,Online,Business,1
A001899,S007978,11/27/2016 0:00,11/29/2016 0:00,Small,249,Phone Call,Leisure,2
A001899,S007979,9/29/2017 0:00,9/29/2017 0:00,Small,91,Online,Business,0
A001899,S007980,9/19/2014 0:00,9/19/2014 0:00,Small,439,Online,Business,0
A001899,S007981,3/9/2014 0:00,3/13/2014 0:00,Large,388,Online,Business,4
A001899,S007982,10/14/2014 0:00,10/20/2014 0:00,Large,386,Online,Business,6
A001899,S007983,5/26/2017 0:00,5/29/2017 0:00,Small,170,Online,Business,3
A001900,S007984,10/19/2017 0:00,10/21/2017 0:00,Large,264,Phone Call,Business,2
A001900,S007985,12/19/2014 0:00,12/20/2014 0:00,Small,184,Online,Business,1
A001900,S007986,11/17/2016 0:00,11/17/2016 0:00,Large,233,Phone Call,Business,0
A001900,S007987,1/31/2015 0:00,2/2/2015 0:00,Small,144,Phone Call,Leisure,2
A001901,S007988,1/10/2014 0:00,1/10/2014 0:00,Small,383,Phone Call,Business,0
A001901,S007989,9/15/2017 0:00,9/17/2017 0:00,Large,390,Online,Business,2
A001901,S007990,11/10/2014 0:00,11/14/2014 0:00,Large,367,Online,Leisure,4
A001901,S007991,8/16/2015 0:00,8/17/2015 0:00,Small,484,Online,Leisure,1
A001902,S007992,3/14/2016 0:00,3/14/2016 0:00,Large,130,Phone Call,Leisure,0
A001902,S007993,3/27/2015 0:00,3/29/2015 0:00,Large,154,Phone Call,Leisure,2
A001903,S007994,7/11/2016 0:00,7/11/2016 0:00,Large,324,Online,Leisure,0
A001903,S007995,9/24/2017 0:00,9/29/2017 0:00,Small,465,Phone Call,Business,5
A001903,S007996,8/6/2017 0:00,8/8/2017 0:00,Small,122,Phone Call,Business,2
A001903,S007997,9/13/2014 0:00,9/13/2014 0:00,Small,98,Online,Leisure,0
A001904,S007998,6/6/2014 0:00,6/6/2014 0:00,Large,176,Phone Call,Leisure,0
A001905,S007999,12/26/2016 0:00,12/30/2016 0:00,Small,147,Phone Call,Leisure,4
A001905,S008000,3/19/2015 0:00,3/22/2015 0:00,Small,133,Phone Call,Business,3
A001906,S008001,7/25/2016 0:00,7/25/2016 0:00,Small,242,Online,Business,0
A001906,S008002,8/18/2015 0:00,8/18/2015 0:00,Large,269,Online,Business,0
A001906,S008003,8/14/2015 0:00,8/17/2015 0:00,Small,341,Online,Business,3
A001906,S008004,5/5/2014 0:00,5/8/2014 0:00,Large,311,Online,Business,3
A001906,S008005,7/14/2015 0:00,7/16/2015 0:00,Small,472,Online,Business,2
A001906,S008006,11/29/2015 0:00,11/29/2015 0:00,Small,240,Online,Business,0
A001906,S008007,5/27/2016 0:00,5/28/2016 0:00,Small,133,Online,Leisure,1
A001906,S008008,9/25/2016 0:00,9/26/2016 0:00,Large,408,Phone Call,Leisure,1
A001906,S008009,9/4/2014 0:00,9/5/2014 0:00,Small,282,Online,Leisure,1
A001907,S008010,3/19/2016 0:00,3/20/2016 0:00,Large,462,Online,Business,1
A001908,S008011,7/31/2014 0:00,8/4/2014 0:00,Large,90,Phone Call,Business,4
A001908,S008012,10/17/2017 0:00,10/22/2017 0:00,Large,196,Online,Business,5
A001908,S008013,12/31/2014 0:00,1/2/2015 0:00,Large,206,Online,Business,2
A001908,S008014,11/9/2014 0:00,11/9/2014 0:00,Small,458,Phone Call,Business,0
A001908,S008015,11/19/2017 0:00,11/24/2017 0:00,Large,236,Phone Call,Leisure,5
A001908,S008016,6/10/2014 0:00,6/16/2014 0:00,Large,228,Online,Business,6
A001908,S008017,3/6/2014 0:00,3/7/2014 0:00,Small,133,Online,Leisure,1
A001908,S008018,8/31/2016 0:00,8/31/2016 0:00,Large,293,Online,Business,0
A001908,S008019,8/15/2014 0:00,8/16/2014 0:00,Large,432,Online,Business,1
A001909,S008020,6/14/2017 0:00,6/18/2017 0:00,Large,410,Phone Call,Business,4
A001909,S008021,5/23/2016 0:00,5/25/2016 0:00,Large,179,Online,Business,2
A001909,S008022,7/15/2015 0:00,7/16/2015 0:00,Small,316,Online,Business,1
A001909,S008023,1/13/2017 0:00,1/18/2017 0:00,Small,346,Phone Call,Business,5
A001909,S008024,5/7/2015 0:00,5/8/2015 0:00,Large,393,Online,Business,1
A001909,S008025,7/24/2014 0:00,7/26/2014 0:00,Large,93,Online,Business,2
A001909,S008026,8/2/2017 0:00,8/6/2017 0:00,Large,178,Phone Call,Business,4
A001909,S008027,3/26/2017 0:00,3/31/2017 0:00,Small,365,Online,Business,5
A001909,S008028,3/27/2015 0:00,3/30/2015 0:00,Large,220,Phone Call,Leisure,3
A001910,S008029,9/9/2014 0:00,9/10/2014 0:00,Small,489,Online,Business,1
A001911,S008030,9/10/2015 0:00,9/16/2015 0:00,Small,318,Online,Business,6
A001912,S008031,10/17/2015 0:00,10/17/2015 0:00,Large,256,Phone Call,Business,0
A001912,S008032,1/25/2016 0:00,1/25/2016 0:00,Large,245,Phone Call,Business,0
A001913,S008033,2/9/2014 0:00,2/10/2014 0:00,Large,213,Phone Call,Business,1
A001914,S008034,1/7/2015 0:00,1/8/2015 0:00,Small,191,Phone Call,Business,1
A001914,S008035,10/18/2016 0:00,10/22/2016 0:00,Small,489,Phone Call,Business,4
A001915,S008036,10/17/2017 0:00,10/22/2017 0:00,Small,372,Phone Call,Business,5
A001915,S008037,8/3/2017 0:00,8/6/2017 0:00,Large,156,Online,Business,3
A001915,S008038,7/20/2015 0:00,7/24/2015 0:00,Large,434,Phone Call,Business,4
A001915,S008039,1/19/2014 0:00,1/22/2014 0:00,Large,490,Online,Business,3
A001915,S008040,10/13/2014 0:00,10/14/2014 0:00,Small,414,Online,Business,1
A001915,S008041,5/2/2017 0:00,5/8/2017 0:00,Large,241,Phone Call,Business,6
A001916,S008042,10/6/2016 0:00,10/6/2016 0:00,Small,376,Online,Business,0
A001916,S008043,11/21/2014 0:00,11/25/2014 0:00,Large,382,Online,Business,4
A001916,S008044,8/24/2014 0:00,8/29/2014 0:00,Small,105,Online,Business,5
A001916,S008045,8/3/2015 0:00,8/4/2015 0:00,Small,233,Online,Business,1
A001917,S008046,1/17/2014 0:00,1/23/2014 0:00,Small,295,Phone Call,Business,6
A001917,S008047,11/30/2015 0:00,12/5/2015 0:00,Large,82,Online,Business,5
A001917,S008048,6/5/2016 0:00,6/6/2016 0:00,Large,476,Phone Call,Business,1
A001917,S008049,3/22/2014 0:00,3/23/2014 0:00,Large,303,Online,Business,1
A001918,S008050,3/28/2015 0:00,3/29/2015 0:00,Small,384,Phone Call,Business,1
A001919,S008051,4/12/2014 0:00,4/14/2014 0:00,Small,204,Online,Leisure,2
A001919,S008052,9/11/2014 0:00,9/13/2014 0:00,Large,87,Phone Call,Business,2
A001919,S008053,3/5/2016 0:00,3/6/2016 0:00,Large,390,Online,Leisure,1
A001920,S008054,5/31/2017 0:00,6/6/2017 0:00,Small,114,Online,Business,6
A001920,S008055,2/3/2015 0:00,2/4/2015 0:00,Large,190,Online,Business,1
A001920,S008056,10/22/2015 0:00,10/27/2015 0:00,Large,146,Phone Call,Business,5
A001920,S008057,1/9/2014 0:00,1/11/2014 0:00,Large,432,Phone Call,Business,2
A001920,S008058,5/3/2014 0:00,5/9/2014 0:00,Small,143,Phone Call,Business,6
A001921,S008059,5/11/2017 0:00,5/14/2017 0:00,Small,176,Online,Business,3
A001921,S008060,9/18/2017 0:00,9/22/2017 0:00,Large,146,Phone Call,Business,4
A001922,S008061,2/20/2016 0:00,2/25/2016 0:00,Small,126,Online,Business,5
A001922,S008062,4/20/2014 0:00,4/21/2014 0:00,Large,170,Online,Business,1
A001922,S008063,9/19/2014 0:00,9/20/2014 0:00,Large,375,Online,Business,1
A001922,S008064,4/26/2014 0:00,4/29/2014 0:00,Small,128,Online,Leisure,3
A001922,S008065,7/29/2014 0:00,8/1/2014 0:00,Large,474,Phone Call,Business,3
A001922,S008066,5/28/2017 0:00,6/2/2017 0:00,Large,242,Phone Call,Business,5
A001922,S008067,9/25/2014 0:00,10/1/2014 0:00,Small,444,Online,Leisure,6
A001922,S008068,1/27/2014 0:00,1/28/2014 0:00,Large,80,Online,Business,1
A001922,S008069,6/23/2014 0:00,6/25/2014 0:00,Small,290,Online,Business,2
A001923,S008070,6/20/2017 0:00,6/26/2017 0:00,Large,275,Online,Business,6
A001923,S008071,4/7/2015 0:00,4/9/2015 0:00,Small,140,Phone Call,Business,2
A001923,S008072,1/12/2017 0:00,1/16/2017 0:00,Small,232,Phone Call,Business,4
A001923,S008073,12/13/2015 0:00,12/19/2015 0:00,Small,103,Online,Business,6
A001924,S008074,1/28/2015 0:00,1/31/2015 0:00,Large,349,Online,Business,3
A001924,S008075,12/17/2014 0:00,12/22/2014 0:00,Large,253,Phone Call,Leisure,5
A001924,S008076,7/22/2014 0:00,7/24/2014 0:00,Large,175,Phone Call,Business,2
A001924,S008077,12/24/2016 0:00,12/30/2016 0:00,Large,328,Online,Business,6
A001924,S008078,11/13/2014 0:00,11/19/2014 0:00,Small,298,Online,Leisure,6
A001924,S008079,1/26/2014 0:00,1/29/2014 0:00,Small,387,Phone Call,Business,3
A001925,S008080,9/15/2016 0:00,9/20/2016 0:00,Large,434,Online,Business,5
A001925,S008081,8/7/2014 0:00,8/12/2014 0:00,Small,482,Online,Business,5
A001925,S008082,12/12/2014 0:00,12/13/2014 0:00,Small,121,Online,Business,1
A001925,S008083,3/5/2014 0:00,3/7/2014 0:00,Large,204,Online,Business,2
A001926,S008084,11/1/2014 0:00,11/4/2014 0:00,Small,292,Online,Leisure,3
